Id,dia_de_la_semana,dia,mes,ano,contador_ruta_reforma222,contador_ruta_revolucion,contador_ruta_patriotismo
1765,jueves,18,abril,2019,2289,613,629
1766,sábado,20,abril,2019,2084,447,510
1767,miércoles,12,octubre,2016,2644,882,1001
1768,domingo,13,noviembre,2016,1173,504,420
1769,sábado,15,octubre,2016,1486,609,572
1770,jueves,27,octubre,2016,2922,865,105
1771,miércoles,28,febrero,2018,3535,1252,1368
1772,domingo,25,febrero,2018,1452,2922,750
1773,jueves,8,febrero,2018,3199,11,1269
1774,miércoles,18,julio,2018,3071,972,1188
1775,sábado,30,junio,2018,1478,590,613
1776,domingo,10,junio,2018,1379,603,704
1777,martes,24,julio,2018,3131,991,113
1778,domingo,25,marzo,2018,1477,509,750
1779,viernes,20,abril,2018,3328,1228,1304
1780,viernes,23,marzo,2018,3221,964,1271
1781,lunes,23,abril,2018,2835,104,1213
1782,lunes,16,abril,2018,3078,1094,1388
1783,miércoles,1,agosto,2018,3139,915,1171
1784,lunes,13,agosto,2018,NA,720,NA
1785,domingo,31,diciembre,2017,NA,415,572
1786,miércoles,31,enero,2018,NA,1059,1065
1787,lunes,15,enero,2018,NA,1005,1119
1788,miércoles,12,diciembre,2018,3084,822,1109
1789,lunes,17,diciembre,2018,3385,764,1023
1790,viernes,3,febrero,2017,3019,1135,1148
1791,domingo,5,marzo,2017,1214,504,534
1792,lunes,27,marzo,2017,2914,105,1221
1793,domingo,16,abril,2017,1088,522,544
1794,domingo,23,abril,2017,1185,613,620
1795,miércoles,14,junio,2017,2498,890,199
1796,miércoles,24,mayo,2017,3139,1077,1257
1797,miércoles,5,julio,2017,2642,928,1027
1798,martes,20,junio,2017,314,1142,1392
1799,lunes,12,junio,2017,293,1054,13
1800,lunes,3,julio,2017,235,863,3384
1801,domingo,20,agosto,2017,NA,547,647
1802,miércoles,25,octubre,2017,NA,NA,1174
1803,viernes,1,septiembre,2017,NA,732,NA
1804,domingo,27,agosto,2017,NA,580,NA
1805,miércoles,14,noviembre,2018,198,434,544
1806,lunes,26,noviembre,2018,3676,864,1232
1807,miércoles,21,diciembre,2016,2511,882,949
1808,viernes,23,diciembre,2016,2083,739,745
1809,sábado,24,diciembre,2016,810,455,336
1810,lunes,26,diciembre,2016,1834,562,571
1811,miércoles,7,noviembre,2018,3816,843,1256
1812,jueves,13,septiembre,2018,2779,818,903
1813,viernes,26,octubre,2018,356,992,1171
1814,miércoles,19,julio,2017,NA,1017,1061
1815,viernes,21,julio,2017,NA,878,963
1816,jueves,20,julio,2017,NA,959,1081
1817,domingo,7,julio,2019,1862,507,633
1818,martes,23,julio,2019,3269,778,1189
1819,martes,2,julio,2019,3553,729,1219
1820,martes,25,junio,2019,3589,856,1203
1821,sábado,8,junio,2019,2151,594,668
1822,miércoles,27,noviembre,2013,2383,NA,NA
1823,viernes,27,diciembre,2013,134,NA,NA
1824,jueves,28,noviembre,2013,2478,NA,NA
1825,sábado,20,enero,2018,NA,651,578
1826,viernes,23,febrero,2018,3285,1141,1341
1827,domingo,4,marzo,2018,1357,633,645
1828,lunes,5,marzo,2018,3077,2616,1318
1829,miércoles,7,marzo,2018,3074,2605,1423
1830,martes,10,abril,2018,2879,1081,1334
1831,lunes,30,abril,2018,2557,692,1034
1832,martes,29,mayo,2018,3413,1152,131
1833,jueves,31,mayo,2018,3189,1143,1356
1834,miércoles,6,junio,2018,3291,1175,1322
1835,lunes,11,junio,2018,2795,1023,1173
1836,lunes,23,julio,2018,2966,1005,1123
1837,miércoles,25,julio,2018,3028,962,1147
1838,martes,7,agosto,2018,NA,893,NA
1839,miércoles,8,agosto,2018,NA,973,NA
1840,domingo,26,agosto,2018,1772,563,NA
1841,viernes,31,agosto,2018,2901,812,NA
1842,domingo,11,noviembre,2018,1769,406,681
1843,viernes,7,diciembre,2018,3525,704,1158
1844,sábado,28,junio,2014,937,NA,NA
1845,sábado,31,mayo,2014,1115,NA,NA
1846,jueves,12,junio,2014,2542,NA,NA
1847,lunes,23,junio,2014,1491,NA,NA
1848,sábado,13,septiembre,2014,1322,NA,NA
1849,miércoles,20,agosto,2014,2309,NA,NA
1850,domingo,3,agosto,2014,1256,NA,NA
1851,jueves,21,agosto,2014,2431,NA,NA
1852,miércoles,12,marzo,2014,2815,NA,NA
1853,domingo,13,abril,2014,1316,NA,NA
1854,martes,13,mayo,2014,2199,NA,NA
1855,jueves,21,abril,2016,2482,NA,NA
1856,martes,5,abril,2016,298,NA,NA
1857,miércoles,1,mayo,2019,1966,635,739
1858,sábado,11,mayo,2019,2079,659,687
1859,domingo,9,noviembre,2014,1202,NA,NA
1860,jueves,13,noviembre,2014,2774,NA,NA
1861,domingo,19,octubre,2014,938,NA,NA
1862,sábado,25,octubre,2014,1436,NA,NA
1863,jueves,16,octubre,2014,2423,NA,NA
1864,martes,3,mayo,2016,2831,NA,NA
1865,jueves,12,mayo,2016,2531,NA,NA
1866,lunes,16,mayo,2016,2636,NA,NA
1867,domingo,22,mayo,2016,1112,NA,NA
1868,viernes,10,junio,2016,2556,NA,NA
1869,jueves,30,junio,2016,245,726,741
1870,sábado,9,julio,2016,1487,550,488
1871,lunes,18,julio,2016,2165,671,705
1872,domingo,7,agosto,2016,1024,419,388
1873,viernes,12,agosto,2016,2406,770,840
1874,lunes,22,agosto,2016,2684,842,893
1875,domingo,9,octubre,2016,812,341,355
1876,jueves,13,octubre,2016,2907,893,1137
1877,martes,8,noviembre,2016,194,780,918
1878,miércoles,9,noviembre,2016,1967,662,633
1879,sábado,12,noviembre,2016,1486,511,513
1880,jueves,8,diciembre,2016,2868,886,1038
1881,viernes,16,diciembre,2016,2408,809,904
1882,viernes,30,diciembre,2016,1793,643,565
1883,sábado,31,diciembre,2016,913,404,331
1884,viernes,13,enero,2017,2844,1011,1021
1885,jueves,19,enero,2017,2974,1025,1177
1886,lunes,23,enero,2017,296,1113,1171
1887,martes,31,enero,2017,299,1135,1247
1888,miércoles,1,febrero,2017,3078,121,1293
1889,domingo,19,marzo,2017,1048,495,528
1890,sábado,25,marzo,2017,1476,677,697
1891,martes,28,marzo,2017,3227,1119,1376
1892,viernes,7,abril,2017,2925,1047,866
1893,domingo,9,abril,2017,1258,566,539
1894,miércoles,19,abril,2017,3126,1044,1172
1895,viernes,21,abril,2017,3032,1062,901
1896,viernes,28,abril,2017,3041,11,816
1897,viernes,12,mayo,2017,2831,1079,1228
1898,viernes,26,mayo,2017,311,1092,1156
1899,martes,30,mayo,2017,3064,1143,1278
1900,sábado,3,junio,2017,1533,688,657
1901,domingo,13,agosto,2017,NA,552,549
1902,martes,15,agosto,2017,NA,1062,1106
1903,sábado,26,agosto,2017,NA,595,NA
1904,lunes,28,agosto,2017,NA,723,NA
1905,domingo,19,noviembre,2017,1293,535,507
1906,martes,19,diciembre,2017,2986,101,1106
1907,viernes,18,diciembre,2015,2151,NA,NA
1908,domingo,22,noviembre,2015,912,NA,NA
1909,jueves,19,noviembre,2015,2807,NA,NA
1910,domingo,17,enero,2016,1146,NA,NA
1911,sábado,9,enero,2016,6911,NA,NA
1912,jueves,7,enero,2016,2436,NA,NA
1913,viernes,30,enero,2015,2539,NA,NA
1914,lunes,2,marzo,2015,2677,NA,NA
1915,sábado,27,diciembre,2014,1204,NA,NA
1916,miércoles,14,enero,2015,2737,NA,NA
1917,viernes,16,enero,2015,2618,NA,NA
1918,martes,13,enero,2015,2697,NA,NA
1919,jueves,15,enero,2015,2798,NA,NA
1920,sábado,20,febrero,2016,1249,NA,NA
1921,viernes,29,enero,2016,2329,NA,NA
1922,lunes,29,febrero,2016,2981,NA,NA
1923,martes,15,marzo,2016,2662,NA,NA
1924,sábado,15,noviembre,2014,1241,NA,NA
1925,viernes,19,diciembre,2014,2281,NA,NA
1926,sábado,29,noviembre,2014,122,NA,NA
1927,lunes,15,diciembre,2014,2412,NA,NA
1928,jueves,4,diciembre,2014,2412,NA,NA
1929,lunes,24,noviembre,2014,2623,NA,NA
1930,lunes,28,septiembre,2015,188,NA,NA
1931,viernes,28,agosto,2015,2633,NA,NA
1932,miércoles,3,junio,2015,2797,NA,NA
1933,sábado,13,junio,2015,1584,NA,NA
1934,viernes,12,junio,2015,233,NA,NA
1935,jueves,2,julio,2015,2153,NA,NA
1936,miércoles,29,abril,2015,2416,NA,NA
1937,viernes,22,mayo,2015,2196,NA,NA
1938,viernes,29,mayo,2015,2133,NA,NA
1939,jueves,14,mayo,2015,1402,NA,NA
1940,miércoles,29,julio,2015,2875,NA,NA
1941,domingo,9,agosto,2015,1203,NA,NA
1942,lunes,24,agosto,2015,2558,NA,NA
1943,viernes,10,abril,2015,2879,NA,NA
1944,sábado,21,marzo,2015,1773,NA,NA
1945,viernes,24,abril,2015,297,NA,NA
1946,jueves,2,abril,2015,1382,NA,NA
1947,sábado,5,enero,2019,1777,616,577
1948,martes,22,enero,2019,4119,432,1381
1949,lunes,28,enero,2019,3863,737,1372
1950,jueves,31,enero,2019,3225,969,1381
1951,jueves,7,febrero,2019,4212,981,1445
1952,domingo,3,marzo,2019,1907,577,669
1953,sábado,6,abril,2019,2387,677,705
1954,miércoles,17,abril,2019,3399,977,1158
1955,lunes,22,abril,2019,3457,880,1195
1956,martes,23,abril,2019,4026,1118,1309
1957,miércoles,24,julio,2019,3599,854,1207
1958,jueves,4,julio,2019,3485,676,1180
1959,martes,6,septiembre,2016,3019,843,1003
1960,viernes,9,septiembre,2016,2947,837,938
1961,jueves,29,septiembre,2016,2871,719,829
1962,domingo,16,octubre,2016,956,541,451
1963,viernes,21,octubre,2016,2667,872,1043
1964,sábado,17,diciembre,2016,1206,625,577
1965,martes,27,diciembre,2016,2078,660,716
1966,domingo,29,enero,2017,1204,595,1172
1967,lunes,6,febrero,2017,1184,462,505
1968,miércoles,8,febrero,2017,3174,1164,1336
1969,viernes,10,febrero,2017,3183,1127,1248
1970,domingo,12,febrero,2017,1589,514,708
1971,martes,14,marzo,2017,296,983,1189
1972,sábado,8,abril,2017,15,650,568
1973,jueves,20,abril,2017,3269,1036,1206
1974,jueves,18,mayo,2017,3013,1064,1277
1975,miércoles,7,junio,2017,2727,994,1227
1976,sábado,10,junio,2017,165,719,977
1977,viernes,16,junio,2017,3016,102,1298
1978,jueves,29,junio,2017,2414,860,1301
1979,martes,4,julio,2017,2442,893,3184
1980,sábado,8,julio,2017,1199,475,508
1981,lunes,10,julio,2017,13676,757,884
1982,lunes,31,julio,2017,NA,992,1022
1983,jueves,31,agosto,2017,NA,795,NA
1984,domingo,10,septiembre,2017,NA,494,419
1985,lunes,11,septiembre,2017,NA,1012,1055
1986,martes,12,septiembre,2017,NA,1093,1167
1987,martes,26,septiembre,2017,NA,NA,984
1988,martes,17,octubre,2017,NA,NA,1204
1989,domingo,22,octubre,2017,NA,NA,597
1990,sábado,28,octubre,2017,NA,NA,675
1991,martes,28,noviembre,2017,3267,1134,1271
1992,viernes,22,diciembre,2017,2518,878,840
1993,martes,26,diciembre,2017,7,635,646
1994,miércoles,27,diciembre,2017,NA,806,747
1995,jueves,28,diciembre,2017,NA,738,653
1996,martes,2,enero,2018,NA,700,717
1997,domingo,7,enero,2018,NA,559,565
1998,martes,9,enero,2018,NA,1018,1137
1999,martes,16,enero,2018,NA,1084,1165
2000,miércoles,17,enero,2018,NA,1098,1187
2001,viernes,26,enero,2018,NA,101,1018
2002,sábado,17,febrero,2018,1707,723,742
2003,jueves,19,abril,2018,3318,1132,1376
2004,martes,1,mayo,2018,1533,609,667
2005,martes,8,mayo,2018,2269,711,1029
2006,viernes,18,mayo,2018,3028,105,1279
2007,martes,19,junio,2018,2735,836,1085
2008,viernes,29,junio,2018,2866,898,1045
2009,jueves,19,julio,2018,3109,919,1158
2010,domingo,5,agosto,2018,1057,393,NA
2011,lunes,20,agosto,2018,2692,913,NA
2012,viernes,7,septiembre,2018,3265,988,1209
2013,lunes,10,septiembre,2018,3302,967,1395
2014,miércoles,19,septiembre,2018,2789,988,126
2015,lunes,15,octubre,2018,3424,1003,1263
2016,sábado,27,octubre,2018,1866,552,658
2017,lunes,29,octubre,2018,2929,856,1173
2018,martes,13,noviembre,2018,348,717,1253
2019,sábado,17,noviembre,2018,1961,480,603
2020,martes,20,noviembre,2018,3599,986,1291
2021,miércoles,28,noviembre,2018,3889,934,1183
2022,sábado,8,diciembre,2018,206,603,578
2023,martes,11,diciembre,2018,3521,663,123
2024,viernes,11,julio,2014,2445,NA,NA
2025,sábado,9,agosto,2014,1598,NA,NA
2026,domingo,10,agosto,2014,1228,NA,NA
2027,domingo,17,agosto,2014,1289,NA,NA
2028,viernes,29,agosto,2014,2653,NA,NA
2029,martes,2,septiembre,2014,1906,NA,NA
2030,domingo,7,septiembre,2014,1091,NA,NA
2031,miércoles,17,septiembre,2014,2477,NA,NA
2032,jueves,18,septiembre,2014,2731,NA,NA
2033,sábado,11,octubre,2014,1298,NA,NA
2034,sábado,8,noviembre,2014,1559,NA,NA
2035,miércoles,19,noviembre,2014,2591,NA,NA
2036,domingo,7,diciembre,2014,939,NA,NA
2037,jueves,18,diciembre,2014,2488,NA,NA
2038,jueves,22,enero,2015,2788,NA,NA
2039,domingo,8,febrero,2015,1629,NA,NA
2040,miércoles,11,febrero,2015,2109,NA,NA
2041,jueves,12,marzo,2015,2654,NA,NA
2042,domingo,15,marzo,2015,801,NA,NA
2043,domingo,22,marzo,2015,1173,NA,NA
2044,miércoles,1,abril,2015,2055,NA,NA
2045,sábado,4,abril,2015,1587,NA,NA
2046,jueves,23,abril,2015,3092,NA,NA
2047,sábado,2,mayo,2015,1149,NA,NA
2048,jueves,7,mayo,2015,2759,NA,NA
2049,lunes,11,mayo,2015,2275,NA,NA
2050,lunes,1,junio,2015,2563,NA,NA
2051,jueves,18,junio,2015,2154,NA,NA
2052,lunes,20,julio,2015,2679,NA,NA
2053,jueves,23,julio,2015,216,NA,NA
2054,viernes,24,julio,2015,2207,NA,NA
2055,domingo,2,agosto,2015,1787,NA,NA
2056,viernes,14,agosto,2015,2623,NA,NA
2057,viernes,21,agosto,2015,2219,NA,NA
2058,jueves,24,septiembre,2015,2906,NA,NA
2059,viernes,6,noviembre,2015,2797,NA,NA
2060,jueves,3,diciembre,2015,2362,NA,NA
2061,martes,15,diciembre,2015,2781,NA,NA
2062,jueves,24,diciembre,2015,1139,NA,NA
2063,martes,12,enero,2016,2614,NA,NA
2064,jueves,18,febrero,2016,2571,NA,NA
2065,miércoles,2,marzo,2016,3045,NA,NA
2066,viernes,4,marzo,2016,332,NA,NA
2067,lunes,7,marzo,2016,2595,NA,NA
2068,jueves,10,marzo,2016,2143,NA,NA
2069,miércoles,4,mayo,2016,2832,NA,NA
2070,jueves,5,mayo,2016,2727,NA,NA
2071,jueves,19,mayo,2016,2917,NA,NA
2072,lunes,13,junio,2016,2493,NA,NA
2073,viernes,17,junio,2016,2695,889,856
2074,lunes,20,junio,2016,1868,664,726
2075,domingo,26,junio,2016,1746,541,2533
2076,martes,28,junio,2016,2824,828,905
2077,viernes,1,julio,2016,1675,492,450
2078,jueves,19,diciembre,2013,2165,NA,NA
2079,martes,26,noviembre,2013,2761,NA,NA
2080,lunes,30,diciembre,2013,1522,NA,NA
2081,miércoles,1,enero,2014,727,NA,NA
2082,lunes,17,febrero,2014,2476,NA,NA
2083,viernes,3,enero,2014,1524,NA,NA
2084,viernes,21,febrero,2014,2787,NA,NA
2085,viernes,7,marzo,2014,2577,NA,NA
2086,martes,25,marzo,2014,2655,NA,NA
2087,jueves,6,marzo,2014,2753,NA,NA
2088,domingo,29,junio,2014,1037,NA,NA
2089,viernes,23,mayo,2014,2137,NA,NA
2090,jueves,29,mayo,2014,2919,NA,NA
2091,domingo,20,abril,2014,1181,NA,NA
2092,lunes,13,mayo,2019,3564,1029,1360
2093,sábado,25,mayo,2019,2093,469,683
2094,sábado,12,enero,2019,1985,509,770
2095,domingo,27,enero,2019,2165,643,841
2096,martes,5,febrero,2019,4035,767,1421
2097,domingo,17,marzo,2019,1845,537,592
2098,domingo,31,marzo,2019,2632,407,875
2099,martes,2,abril,2019,4361,804,1502
2100,domingo,28,abril,2019,1607,602,700
2101,jueves,13,junio,2019,3415,1020,1183
2102,sábado,20,julio,2019,2013,541,617
2103,lunes,15,julio,2019,3406,808,1110
2104,jueves,5,septiembre,2019,3727,976,1290
2105,viernes,6,septiembre,2019,3840,953,1158
2106,lunes,9,septiembre,2019,3553,975,1262
2107,jueves,12,septiembre,2019,3586,929,1162
2108,domingo,15,septiembre,2019,1662,498,506
2109,miércoles,18,septiembre,2019,2923,795,1038
2110,sábado,21,septiembre,2019,2341,650,738
2111,jueves,26,septiembre,2019,3868,989,1251
2112,domingo,4,agosto,2019,1702,530,588
2113,viernes,9,agosto,2019,3199,833,1185
2114,sábado,10,agosto,2019,1972,625,741
2115,lunes,12,agosto,2019,3183,867,1113
2116,martes,13,agosto,2019,3522,910,1204
2117,miércoles,14,agosto,2019,3685,970,1244
2118,jueves,15,agosto,2019,3651,885,1228
2119,viernes,16,agosto,2019,3580,908,1204
2120,sábado,17,agosto,2019,1990,500,619
2121,jueves,22,agosto,2019,3437,878,1123
2122,viernes,23,agosto,2019,3376,829,1159
2123,sábado,24,agosto,2019,1957,635,714
2124,domingo,1,septiembre,2019,1835,583,667
2125,martes,3,septiembre,2019,4005,1087,1375
2126,sábado,14,septiembre,2019,1758,491,536
2127,lunes,16,septiembre,2019,1145,283,468
2128,viernes,20,septiembre,2019,2976,845,1032
2129,martes,24,septiembre,2019,2833,880,1129
2130,domingo,29,septiembre,2019,1093,434,681
2131,lunes,30,septiembre,2019,2956,843,1039
2132,sabado,1,febrero,2020,1890,124,648
2133,viernes,7,febrero,2020,3778,226,1347
2134,sábado,15,febrero,2020,1939,153,677
2135,lunes,17,febrero,2020,3575,289,1284
2136,miércoles,19,febrero,2020,4058,287,1447
2137,jueves,20,febrero,2020,4003,307,1403
2138,sábado,22,febrero,2020,2235,187,910
2139,lunes,24,febrero,2020,3691,272,1335
2140,martes,25,febrero,2020,3893,310,1437
2141,viernes,28,febrero,2020,3886,259,1363
2142,jueves,5,marzo,2020,4076,309,1368
2143,viernes,6,marzo,2020,3791,251,1353
2144,sábado,7,marzo,2020,2141,131,725
2145,miércoles,11,marzo,2020,4059,317,1529
2146,sábado,14,marzo,2020,1967,125,644
2147,domingo,15,marzo,2020,1471,82,545
2148,lunes,16,marzo,2020,1534,93,554
2149,martes,17,marzo,2020,3057,208,1100
2150,miércoles,18,marzo,2020,2822,200,1035
2151,jueves,19,marzo,2020,2515,171,940
2152,viernes,20,marzo,2020,2486,166,894
2153,miércoles,8,abril,2020,1400,79,504
2154,jueves,9,abril,2020,1166,59,438
2155,viernes,10,abril,2020,1218,76,419
2156,sábado,11,abril,2020,1188,56,459
2157,lunes,13,abril,2020,1297,70,483
2158,jueves,16,abril,2020,1384,83,513
2159,viernes,17,abril,2020,1393,93,521
2160,sábado,18,abril,2020,1212,82,466
2161,viernes,24,abril,2020,1278,71,543
2162,miércoles,29,abril,2020,1302,74,482
2163,jueves,30,abril,2020,1226,74,557
2164,viernes,1,mayo,2020,1203,66,498
2165,lunes,4,mayo,2020,1277,73,486
2166,viernes,8,mayo,2020,1328,71,542
2167,sábado,9,mayo,2020,1248,54,486
2168,domingo,10,mayo,2020,1297,48,485
2169,lunes,18,mayo,2020,1258,49,493
2170,sábado,23,mayo,2020,1515,0,602
2171,domingo,31,mayo,2020,1713,53,695
2172,lunes,1,junio,2020,1461,71,530
2173,martes,2,junio,2020,1671,75,561
2174,miércoles,3,junio,2020,1748,79,606
2175,martes,9,junio,2020,1493,653,543
2176,miércoles,10,junio,2020,1745,739,609
2177,jueves,11,junio,2020,1675,679,587
2178,martes,16,junio,2020,1868,721,648
2179,jueves,25,junio,2020,1541,685,515
2180,viernes,26,junio,2020,1871,690,621
2181,viernes,3,julio,2020,1830,742,667
2182,sabado,4,julio,2020,1823,679,639
2183,martes,7,julio,2020,1804,755,646
2184,martes,4,febrero,2020,3518,290,1306
2185,miércoles,5,febrero,2020,3618,326,1299
2186,lunes,10,febrero,2020,3527,270,1328
2187,miércoles,12,febrero,2020,3884,270,1416
2188,jueves,13,febrero,2020,3942,261,1336
2189,viernes,14,febrero,2020,3366,202,1201
2190,martes,18,febrero,2020,3880,316,1430
2191,miércoles,26,febrero,2020,3829,297,1409
2192,martes,3,marzo,2020,4078,279,1366
2193,domingo,8,marzo,2020,3071,130,606
2194,lunes,23,marzo,2020,2064,140,715
2195,miércoles,25,marzo,2020,2058,117,692
2196,jueves,26,marzo,2020,1886,139,690
2197,sábado,28,marzo,2020,1587,79,529
2198,domingo,29,marzo,2020,1575,68,538
2199,lunes,30,marzo,2020,1659,104,582
2200,martes,31,marzo,2020,1694,116,567
2201,jueves,2,abril,2020,1531,95,533
2202,viernes,3,abril,2020,1391,90,530
2203,sabado,4,abril,2020,1192,77,532
2204,lunes,6,abril,2020,1386,80,488
2205,martes,21,abril,2020,1198,37,436
2206,miércoles,22,abril,2020,1213,68,468
2207,jueves,23,abril,2020,1339,60,462
2208,domingo,26,abril,2020,1440,88,581
2209,domingo,3,mayo,2020,1543,50,599
2210,martes,12,mayo,2020,1375,66,523
2211,jueves,14,mayo,2020,1467,78,576
2212,domingo,17,mayo,2020,1816,43,648
2213,martes,19,mayo,2020,1484,57,571
2214,viernes,22,mayo,2020,1431,0,541
2215,lunes,25,mayo,2020,1346,64,553
2216,jueves,28,mayo,2020,1427,73,608
2217,sabado,6,junio,2020,1741,657,636
2218,viernes,12,junio,2020,1859,718,678
2219,domingo,14,junio,2020,2391,558,755
2220,lunes,15,junio,2020,1711,659,547
2221,lunes,22,junio,2020,1070,502,398
2222,miércoles,24,junio,2020,1528,626,522
2223,domingo,28,junio,2020,2568,571,818
2224,lunes,29,junio,2020,1539,669,521
2225,miércoles,1,julio,2020,1780,660,626
2226,jueves,2,julio,2020,1938,738,667
2227,domingo,5,julio,2020,2471,619,758
2228,lunes,6,julio,2020,1623,702,551
2229,sábado,18,julio,2020,NA,706,686
2230,lunes,20,julio,2020,NA,750,581
2231,viernes,24,julio,2020,NA,763,729
2232,sábado,25,julio,2020,NA,645,697
2233,miércoles,29,julio,2020,NA,716,650
2234,jueves,30,julio,2020,NA,737,656
2235,domingo,2,agosto,2020,NA,NA,823
2236,martes,4,agosto,2020,NA,686,598
2237,miercoles,5,agosto,2020,NA,811,737
2238,viernes,7,agosto,2020,NA,800,768
2239,viernes,14,agosto,2020,NA,711,681
2240,lunes,17,agosto,2020,NA,693,570
2241,jueves,20,agosto,2020,NA,595,591
2242,martes,25,agosto,2020,NA,724,653
2243,sábado,29,agosto,2020,NA,488,685
2244,domingo,30,agosto,2020,NA,569,899
2245,lunes,31,agosto,2020,NA,555,571
2246,sábado,5,septiembre,2020,NA,547,656
2247,domingo,6,septiembre,2020,NA,563,845
2248,lunes,7,septiembre,2020,NA,650,533
2249,miércoles,9,septiembre,2020,NA,715,733
2250,viernes,11,septiembre,2020,NA,666,721
2251,lunes,14,septiembre,2020,NA,594,609
2252,sábado,26,septiembre,2020,NA,653,710
2253,martes,29,septiembre,2020,NA,633,571
2254,miércoles,30,septiembre,2020,NA,750,670
2255,jueves,9,julio,2020,1597,690,572
2256,viernes,10,julio,2020,2053,789,664
2257,sábado,11,julio,2020,1913,710,674
2258,domingo,12,julio,2020,2550,605,814
2259,lunes,13,julio,2020,1835,711,565
2260,miércoles,15,julio,2020,2008,738,643
2261,domingo,19,julio,2020,NA,634,878
2262,martes,21,julio,2020,NA,802,676
2263,miércoles,22,julio,2020,NA,832,710
2264,domingo,26,julio,2020,NA,530,763
2265,martes,28,julio,2020,NA,732,654
2266,sabado,1,agosto,2020,NA,NA,652
2267,lunes,3,agosto,2020,NA,649,531
2268,jueves,6,agosto,2020,NA,581,618
2269,domingo,9,agosto,2020,NA,557,821
2270,miércoles,12,agosto,2020,NA,716,690
2271,jueves,13,agosto,2020,NA,789,688
2272,domingo,16,agosto,2020,NA,524,838
2273,miércoles,19,agosto,2020,NA,716,658
2274,sábado,22,agosto,2020,NA,636,679
2275,domingo,23,agosto,2020,NA,598,865
2276,miércoles,26,agosto,2020,NA,751,638
2277,miércoles,2,septiembre,2020,NA,670,743
2278,jueves,3,septiembre,2020,NA,721,783
2279,martes,8,septiembre,2020,NA,775,661
2280,jueves,10,septiembre,2020,NA,661,591
2281,domingo,13,septiembre,2020,NA,618,868
2282,viernes,18,septiembre,2020,NA,554,496
2283,sábado,19,septiembre,2020,NA,602,553
2284,domingo,20,septiembre,2020,NA,572,689
2285,lunes,21,septiembre,2020,NA,611,498
2286,martes,22,septiembre,2020,NA,712,683
2287,miércoles,23,septiembre,2020,NA,716,695
2288,jueves,24,septiembre,2020,NA,749,660
2289,domingo,27,septiembre,2020,NA,586,890
2290,lunes,28,septiembre,2020,NA,660,620
2291,domingo,2,febrero,2020,1472,98,498
2292,lunes,3,febrero,2020,1603,103,586
2293,jueves,6,febrero,2020,3699,246,1446
2294,sábado,8,febrero,2020,2286,120,733
2295,domingo,9,febrero,2020,1869,114,664
2296,martes,11,febrero,2020,3771,275,1401
2297,domingo,16,febrero,2020,1695,98,663
2298,viernes,21,febrero,2020,3882,209,1386
2299,domingo,23,febrero,2020,1893,112,666
2300,jueves,27,febrero,2020,3860,276,1477
2301,sabado,29,febrero,2020,2274,131,698
2302,domingo,1,marzo,2020,1813,107,634
2303,lunes,2,marzo,2020,3783,267,1293
2304,miércoles,4,marzo,2020,3919,331,1374
2305,lunes,9,marzo,2020,3222,235,1106
2306,martes,10,marzo,2020,3892,295,1481
2307,jueves,12,marzo,2020,4005,335,1485
2308,viernes,13,marzo,2020,3821,264,1414
2309,sábado,21,marzo,2020,1413,94,546
2310,domingo,22,marzo,2020,2047,80,702
2311,martes,24,marzo,2020,1993,159,721
2312,viernes,27,marzo,2020,1921,130,654
2313,miércoles,1,abril,2020,1634,98,531
2314,domingo,5,abril,2020,1413,68,541
2315,martes,7,abril,2020,1491,77,561
2316,domingo,12,abril,2020,1459,61,466
2317,martes,14,abril,2020,1408,78,492
2318,miércoles,15,abril,2020,1431,78,508
2319,domingo,19,abril,2020,1481,64,527
2320,lunes,20,abril,2020,1345,69,476
2321,sábado,25,abril,2020,1201,58,490
2322,lunes,27,abril,2020,1346,66,507
2323,martes,28,abril,2020,1253,66,464
2324,sabado,2,mayo,2020,1419,65,540
2325,martes,5,mayo,2020,1195,42,461
2326,miércoles,6,mayo,2020,1054,62,446
2327,jueves,7,mayo,2020,1162,67,469
2328,lunes,11,mayo,2020,1060,61,381
2329,miércoles,13,mayo,2020,1341,70,517
2330,viernes,15,mayo,2020,1491,85,612
2331,sábado,16,mayo,2020,1542,63,593
2332,miércoles,20,mayo,2020,1460,60,563
2333,jueves,21,mayo,2020,1477,0,572
2334,domingo,24,mayo,2020,1943,0,721
2335,martes,26,mayo,2020,1612,75,620
2336,miércoles,27,mayo,2020,1501,65,535
2337,viernes,29,mayo,2020,1541,80,730
2338,sabado,30,mayo,2020,1521,74,628
2339,jueves,4,junio,2020,1776,18,584
2340,viernes,5,junio,2020,1457,763,635
2341,domingo,7,junio,2020,2186,516,692
2342,lunes,8,junio,2020,1200,529,504
2343,sábado,13,junio,2020,1970,695,652
2344,miércoles,17,junio,2020,1842,681,649
2345,jueves,18,junio,2020,1948,633,611
2346,viernes,19,junio,2020,2029,800,682
2347,sábado,20,junio,2020,1535,527,590
2348,domingo,21,junio,2020,2106,618,736
2349,martes,23,junio,2020,1413,577,532
2350,sábado,27,junio,2020,1961,693,700
2351,martes,30,junio,2020,1778,741,565
2352,miércoles,8,julio,2020,1861,685,627
2353,martes,14,julio,2020,1782,774,627
2354,jueves,16,julio,2020,NA,749,693
2355,viernes,17,julio,2020,NA,858,697
