PUNTO_LEV,ID_UNICO,FOLIO,CALLE_LEV,CALLE_1,CALLE_2,RESUL,F1,P1,MUNORI,P2_COL,P2_REF1,P2_REF2,P3,MUNDES,P4_COL,P4_REF1,P4_REF2,P5,P6,P7_HR,P7_MIN,P8_HR,P8_MIN,P9,P9_1,P10,P11,P11_1,P12,P13,P14_1,P14_2,P14_3,P14_4,P15,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P16_8,P17,P17_1,P17_2,P17_3,P18,P19,P20,P21_NIVEL,NIVEL,P21_AÑO,P22,P23,P23_1,P24,P24_1,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P26_6,P26_7,P26_8,P27,FACTOR
236,3165,3,CARRETERA A SAN PABLO,CARRETERA A SAN PABLO,GUADALUPE I. RAMIREZ,1,46,1,09013,SANTA CRUZ CHAVARRIOLA,,,2,09013,SAN LUCAS XOCHIMANCA,,,5,1,10,50,12,15,1,1.0,2,2,0.0,,2,4,2,3,4,7,2,2,2,2,2,2,2,2,2,,,,1,1,1,4,3,3,100,7000,4,1,2,4,1,2,2,2,2,2,2,1,4,75.7
239,3189,3,16 DE SEPTIEMBRE,ESQUINA CONSTITUCION,,1,37,6,09013,SAN FRANCISCO TLALNEPANTLA,,,2,09013,SAN FRANCISCO TLALNEPANTLA,,,5,1,17,10,17,19,2,0.0,,2,0.0,,8,2,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,2,2,,1,4,3,3,50,4000,3,1,2,2,1,2,2,2,2,2,2,2,6,54.21
155,2335,1,MIGUEL DE CERVANTES ABEDRA,PRESA LA ANGOSTURA,PRESA PALMITA,1,40,2,09016,GRANADA,SURICH,FERROCARRIL DE CUERNAVACA,2,09016,LEGARIA,PRESA LA AMISTAD,PRESA SOLIS,1,8,9,31,9,51,1,1.0,4,1,1.0,8,1,2,1,3,3,2,1,1,1,1,1,1,1,1,1,3,3,2,1,2,1,4,3,3,200,3000,2,1,2,2,2,2,2,2,2,2,1,2,4,190.26
157,2367,19,AV EJERCITO NACIONAÐ,LAGO VICTORIA,EUGENIO SEU,1,23,2,09016,ANZURES,CALLE CEPLER,LIVERPOOL POLANCO,2,09014,DEL VALLE,DEL VALLE,ETIOPIA,4,8,14,15,14,50,2,0.0,,2,0.0,,2,4,1,4,4,1,2,1,2,2,2,2,1,2,1,1,3,2,1,2,1,5,4,3,500,8000,4,1,2,4,1,1,1,2,2,2,2,1,4,42.39
157,2374,26,AV EJERCITO NACIONAL,EUGENIO SEU,LAGO VICTORIA,1,27,2,09016,POLANCO,HOSPITAL ESPAÐOL,,1,15058,IMPULSORA,METRO NEZA,,1,2,18,15,18,50,2,0.0,,2,0.0,,2,1,2,4,2,10,2,1,2,2,1,1,2,2,2,,,,2,,2,8,4,3,200,999999,4,1,2,4,2,2,2,2,2,2,2,2,6,42.39
130,2059,23,AV. FRANCISCO TLALTENCO,AV. FRANCISCO TLALTENCO,AZTECAS,1,27,1,09007,SAN JUAN,PARQUE,PANADERIA,2,09007,MAGUELLERA,MERCADO,DESHUESADERO,4,1,14,39,14,59,2,0.0,,2,0.0,,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,4,2,1,2,1,3,2,6,100,3000,2,1,2,1,2,2,2,2,2,2,2,2,4,51.3
130,2047,9,AV. FRANCISCO TLALTENCO,AV. FRANCISCO TLALTENCO,AZTECAS,1,23,2,09007,LA POLVORILLA 26 DE JULIO,3B EN ESQUINA,PURIFICADORA,4,09007,DESARROLLO URBANO,FERRERIA,,3,4,10,9,10,28,2,0.0,,2,0.0,,1,3,2,2,2,7,2,1,2,1,1,1,2,2,2,,,,1,1,1,3,2,6,350,999999,3,1,2,1,2,2,2,2,2,2,2,2,4,51.3
130,2046,8,AV. FRANCISCO TLALTENCO,AV. FRANCISCO TLALTENCO,AZTECAS,1,43,2,09007,SAN RAFAEL ATLISCO,,,4,09007,DEGOLLADO,,,1,4,10,50,11,19,1,1.0,1,1,1.0,9,1,1,3,4,4,1,1,2,2,2,1,2,2,2,2,,,,2,,1,4,3,3,160,1500,2,1,2,1,2,2,2,2,2,2,2,2,4,51.3
130,2075,39,AV. FRANCISCO TLALTENCO,AV. FRANCISCO TLALTENCO,AZTECAS,1,47,1,09007,DEGOLLADO,KINDER,,5,09007,DEGOLLADO,KINDER,,5,10,18,0,18,19,2,0.0,,1,1.0,6,2,3,3,3,3,1,2,2,2,2,1,2,2,2,2,,,,2,,2,4,3,3,20,999999,2,1,2,1,1,2,2,2,2,2,2,2,4,51.3
2,23,4,AV DR ALFONSO CASO ANDRADE,AV DE LAS AGUILAS,,1,50,2,09007,BARRIO SAN PABLO,LA PEPSI,NOVAPESTIC,1,09010,SAN CLEMENTE,PARISINA,CALLE FRESNOS,5,2,14,0,15,50,1,3.0,4,1,1.0,8,2,9,9,2,1,1,1,1,2,2,1,1,2,2,1,2,7,2,2,,2,7,4,2,100,3600,3,1,2,4,1,2,2,2,2,2,2,2,4,28.81
42,598,5,FEBO,INSURGENTES SUR,FEBO,1,55,4,09014,CREDITO CONSTRUCTIVO,INSURGENTES,FEBO,4,09014,CREDITO CONSTRUCTIVO,INSURGENTES,FEBO,5,4,11,25,12,8,1,1.0,2,1,1.0,6,2,2,1,4,2,1,2,2,1,2,1,1,1,2,1,2,9,1,2,,2,5,4,3,50,6500,4,1,2,4,2,2,2,2,2,2,2,1,6,57.3
42,605,12,FEBO,INSURGENTES SUR,FEBO,1,30,4,09010,GUADALUPE INN,INSURGENTES SUR 1687,,4,09016,SAN PEDRO DE LOS PINOS,PLAZA METROPOLI,,1,8,15,0,16,15,1,2.0,4,1,2.0,8,1,1,1,8,4,1,2,2,2,2,1,2,2,2,1,2,9,1,2,,1,5,4,3,500,8000,4,1,2,3,2,2,1,2,2,2,2,1,5,57.3
42,602,9,FEBO,INSURGENTES SUR,FEBO,1,29,2,09014,,INSURGENTES,,5,09014,CREDITO CONSTRUCTIVO,POSEIDON 1000,MIXCOAC,4,8,13,50,14,30,1,7.0,4,1,5.0,8,1,3,1,8,2,10,2,2,2,2,1,2,1,2,2,,,,1,1,1,4,3,3,100,5000,3,1,2,2,1,1,2,1,2,2,1,1,3,57.3
49,686,12,SANTA ANA,SANTA ANA,PIEDRA DEL SOL,1,31,4,09003,AVANTE,TORTAS LA MICHOACANA,,7,09003,AVANTE,PASEOS DE TAXQUEÐA,EDUCACION PETROLERA,4,8,15,25,15,40,1,1.0,1,1,1.0,8,1,8,8,8,8,3,2,1,2,2,1,1,2,2,1,3,3,2,1,1,1,5,3,2,500,12000,5,1,2,2,2,1,2,2,2,2,2,2,3,83.83
50,691,3,CALZADA TAXQUEÑA,EJIDO,,1,27,1,09003,CTM CULHUACAN,,,2,09003,SAN FRANCISCO CULHUACAN,,,5,1,8,25,8,45,1,1.0,2,2,0.0,,1,2,1,2,2,7,2,1,1,1,1,1,1,1,1,2,3,2,2,,1,3,2,6,50,3500,3,1,2,1,2,2,2,2,2,2,2,2,4,95.42
51,710,10,MANUEL SAENZ,MANUELA SAENZ,ROSA MA. SEQUEIRA,1,27,2,09003,CULHUACAN,,,1,09003,SAN FRANCISCO,,,2,2,18,0,18,30,2,0.0,,2,0.0,,2,4,4,4,4,1,2,2,2,2,2,1,1,2,2,,,,2,,1,4,3,3,50,999999,9,1,2,4,2,2,1,2,2,2,2,2,4,118.33
50,693,5,CALZADA TAXQUEÑA,EJIDO,,1,22,2,09003,SAN FRANCISCO,,,1,09003,SAN FRANCISCO,,,5,2,11,31,12,0,2,0.0,,2,0.0,,2,2,1,1,1,10,2,1,2,1,1,2,1,1,2,,,,1,1,1,5,4,3,100,5500,3,1,2,4,2,2,1,2,2,2,2,1,4,95.42
73,1012,3,BUCARELI,AV. CHAPULTEPEC,TURIN,1,17,2,09015,JUAREZ,BUCARELI,TURIN,2,09006,,JUAN ALVAREZ,LA VIGA,5,1,10,43,12,0,1,1.0,2,2,0.0,,1,3,1,3,1,1,2,2,2,2,1,2,1,2,1,2,2,1,2,,2,5,3,1,988888,5000,3,1,2,2,2,2,2,2,2,2,1,2,6,399.66
71,999,20,20 DE NOVIEMBRE,VENUSTIANO CARRANZA,,1,35,2,09015,CENTRO,ALHONDIGA,CORREGIDORA,1,09015,DOCTORES,,,5,2,19,40,20,10,2,0.0,,2,0.0,,1,1,1,4,4,1,1,1,2,1,1,1,1,2,2,,,,1,1,1,4,3,3,70,4200,3,1,2,1,2,2,1,2,2,2,2,2,6,239.63
70,957,9,MOSQUETA,GUERRERO,,1,56,1,09015,SANTA MARIA,,,4,09015,CENTRO,,,4,4,10,10,10,50,2,0.0,,2,0.0,,1,4,4,4,4,2,2,2,1,1,1,1,1,2,2,,,,2,,1,4,3,3,90,999999,2,1,2,4,2,2,2,2,2,2,2,2,3,65.71
44,613,1,AV. PEDRO ENRIQUE UREÑA,AV. PEDRO ENRIQUE UREÑA,PLAZUELA DE LOS REYES,1,42,2,09003,SAN PABLO TEPETLAPA,ESCUELA,,1,09003,SAN PABLO TEPETLAPA,UN OXXO,,5,2,6,0,7,0,2,0.0,,2,0.0,,2,3,1,1,1,4,2,2,2,2,1,2,2,2,1,3,6,2,2,,1,4,3,3,50,3100,3,1,2,4,2,2,2,2,2,2,2,2,3,147.43
46,645,9,ANTONIO DELFEN MADRIGAL,ESCUINAPA,JILOTZINGO,1,57,1,09003,SANTO DOMINGO,,,2,09003,CIUDAD UNIVERSITARIA,,,1,1,12,40,13,10,1,1.0,1,2,0.0,,1,4,1,1,1,10,2,1,2,2,1,1,1,1,1,2,3,2,2,,1,3,1,2,30,999999,3,1,2,4,2,2,2,2,2,2,2,2,3,79.52
44,616,4,AV. PEDRO ENRIQUE UREÑA,AV. PEDRO ENRIQUE UREÑA,PLAZUELA DE LOS REYES,1,45,1,09003,SANTO DOMINGO,CALLE CERRADA DE CHALCO,,2,09012,TLALPAN,,,5,1,12,0,12,50,1,4.0,4,1,2.0,8,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,2,,1,4,3,3,300,3500,3,1,2,3,1,2,2,2,2,2,2,2,3,147.43
47,665,2,AV. DEL IMAN,CIRCUITO ESTADIO AZTECA,PERLA,1,33,1,09012,SAN PEDRO MARTI,,,2,09003,SANTA URSULA COAPA,,,1,1,5,30,6,0,2,0.0,,1,1.0,8,2,8,8,8,8,10,2,2,2,2,1,1,2,2,2,,,,2,,1,3,1,2,300,8000,4,1,2,2,2,2,2,2,2,2,1,2,4,45.54
44,621,9,AV. PEDRO ENRIQUE UREÑA,AV. PEDRO ENRIQUE UREÑA,PLAZUELA DE LOS REYES,1,24,2,09003,LOS TREYES,,,1,09003,SANTO DOMINGO,OXXO,,2,2,18,15,18,40,2,0.0,,2,0.0,,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,,,,1,1,1,4,3,3,150,3500,3,1,2,4,2,2,2,2,2,2,2,2,1,147.43
47,656,3,AV. DEL IMAN,CIRCUITO ESTADIO AZTECA,PERLA,1,25,1,09003,BOSQUES DE TETLAMELIA,,,3,09003,NO SABE,CEU,,2,3,8,55,9,20,2,0.0,,2,0.0,,1,4,2,8,2,1,1,1,2,1,1,1,1,1,2,,,,2,,2,8,5,4,200,999999,4,1,2,4,1,1,2,2,2,2,2,2,4,45.54
54,757,5,DIVISION DEL NORTE,DIVISION DEL NORTE,BENITO JUAREZ,1,58,1,09003,NO RECUERDA,POPOCHTEPTL,,2,09003,NO RECUERDA,CHEDRAUI,CLUB AMERICA,5,1,9,50,10,30,1,4.0,4,2,0.0,,1,4,4,8,8,1,1,1,1,1,1,1,1,1,2,,,,2,,1,4,2,2,100,1300,2,1,2,4,2,2,2,2,2,2,2,2,3,136.63
55,781,18,SAN GUILLERMO,AV SANTA URSULA,,1,52,2,09003,AJUSCO,,,1,09003,SANTA URSULA,,,5,2,18,45,19,10,1,1.0,2,2,0.0,,2,8,4,8,3,8,2,2,2,2,2,2,2,1,1,2,2,8,2,,1,4,2,1,50,999999,9,1,2,4,2,2,2,2,2,2,2,2,4,39.93
55,765,2,SAN GUILLERMO,AV SANTA URSULA,SAN JORGE,1,21,1,09003,PEDREGAL DE SANTA URSULA,,,3,09003,SANTA URSULA COAPA,,,3,3,7,25,7,45,2,0.0,,2,0.0,,1,2,3,1,2,5,2,2,2,2,1,2,2,1,2,,,,2,,2,8,4,1,150,999999,2,1,2,4,2,2,1,2,2,2,2,2,4,39.93
56,788,6,AV. INSURGENTES SUR,CENTRO COMERCIAL,PRADERAS,1,28,3,09003,,,,1,09012,,,,5,2,15,40,16,5,2,0.0,,2,0.0,,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,2,5,2,2,,1,8,5,4,50,7500,4,1,2,1,1,2,1,2,2,2,2,2,4,64.41
56,784,2,AV. INSURGENTES SUR,CENTRO COMERCIAL,PRADERAS,1,25,2,09012,,,,1,09012,HICHADA,,,5,2,9,0,10,0,2,0.0,,2,0.0,,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,,,,2,,1,4,3,3,999999,999999,9,1,2,2,1,2,2,2,2,2,2,1,4,64.41
69,942,14,JOSE SOTERO CASTAÑEDA,CALZADA CHABACANO,,1,19,3,09006,GRANJAS MEXICO,,,1,09015,ASTURIAS,JUAN E HERNANDEZ,SUR 69,3,2,17,0,17,40,1,5.0,4,2,0.0,,2,3,2,4,4,1,2,1,2,2,1,1,1,2,1,2,3,1,1,1,1,8,4,3,250,999999,5,1,2,4,1,2,1,2,2,2,2,2,2,166.36
70,953,5,MOSQUETA,GUERRERO,,1,25,1,09015,CUAUHTEMOC,,,2,09015,MORELOS,,,4,1,9,10,9,40,2,0.0,,2,0.0,,1,4,4,4,4,1,1,1,2,1,1,2,2,2,2,,,,1,1,1,4,3,3,100,999999,3,1,2,4,1,2,2,2,2,2,2,2,3,65.71
68,923,29,LERDO,MOSQUETA,,1,46,7,09015,BUENAVISTA,,,2,09015,CENTRO,,,5,8,18,0,18,35,2,0.0,,2,0.0,,8,3,1,3,3,8,1,2,2,2,1,2,1,1,8,,,,2,,1,4,3,3,988888,5000,3,1,2,1,2,1,2,2,2,2,2,2,3,22.38
52,724,5,CALCADA DE LAS BOMBAS,CANDELARIA PEREZ,,1,45,1,09007,SAN LORENZO,,,2,09003,CULHUACAN,EJE 3,,1,1,7,30,8,30,2,0.0,,1,6.0,8,1,1,2,4,4,3,2,2,2,2,1,1,2,2,1,3,3,2,2,,1,3,1,4,100,999999,3,1,2,1,1,2,2,2,2,2,2,1,4,149.49
51,718,18,MANUEL SAENZ,MANUELA SAENZ,ROSA MA. SEQUEIRA,1,40,2,09003,LA VIRGEN,,,1,09003,SAN FRANCISCO,,,5,2,19,30,20,20,2,0.0,,2,0.0,,2,3,4,4,4,1,2,2,2,2,2,1,2,2,2,,,,2,,1,3,2,6,988888,999999,9,1,2,4,2,2,2,2,2,2,2,2,4,118.33
51,715,15,MANUEL SAENZ,MANUELA SAENZ,ROSA MA. SEQUEIRA,1,21,1,09003,CULHUACAN,,,4,09003,SANTA ANA,,,2,7,19,15,19,40,2,0.0,,2,0.0,,1,3,4,4,4,1,2,2,2,2,2,2,2,2,2,,,,2,,2,4,3,3,999999,999999,9,1,2,4,2,2,2,2,2,2,2,2,4,118.33
66,834,7,AV RICARDO FLORES MAGON,PINO,TREBOL,1,41,1,09002,DEL GAS,,,2,09015,CENTRO HISTORICO,,,1,1,8,0,8,50,2,0.0,,2,0.0,,2,2,1,4,2,1,2,1,2,2,1,2,2,2,1,1,5,2,2,,1,6,4,3,200,5000,3,1,2,1,2,2,2,2,2,2,2,1,4,10.74
67,884,30,JUVENTINO ROSAS,LAZARO CARDENAS,,1,16,1,09015,PERALVILLO,,,2,09015,PERALVILLO,,,5,8,15,0,15,40,2,0.0,,2,0.0,,1,2,1,1,4,2,1,1,1,2,1,1,2,2,1,1,3,2,2,,1,4,3,3,500,2400,2,1,2,1,2,1,2,2,2,2,2,1,4,9.78
66,846,19,AV RICARDO FLORES MAGON,PINO,TREBOL,1,41,3,09015,SANTA MARIA LA RIBERA,,,1,09015,SANTA MARIA LA RIBERA,,,1,2,13,0,13,5,2,0.0,,2,0.0,,2,4,3,3,2,7,2,2,2,2,1,1,2,2,2,,,,2,,1,5,4,3,50,999999,4,1,2,1,2,2,2,1,2,2,2,2,3,10.74
67,858,4,JUVENTINO ROSAS,LAZARO CARDENAS,,1,49,1,09015,OBRERA,,,2,09005,ACUEDUCTO DE GUADALUPE,,,5,1,7,40,8,40,2,0.0,,2,0.0,,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,,,,1,1,1,5,4,3,150,6000,3,1,2,1,2,2,2,2,2,2,2,1,3,9.78
66,845,18,AV RICARDO FLORES MAGON,PINO,TREBOL,1,62,1,09015,,,,6,09015,MORELOS,,,3,7,11,50,12,10,2,0.0,,2,0.0,,1,4,4,4,3,2,2,1,2,1,1,1,1,1,2,,,,1,1,1,4,3,3,200,999999,3,1,2,1,2,2,2,2,2,2,2,2,3,10.74
68,929,35,LERDO,MOSQUETA,,1,64,2,09015,SANTA MARIA LA RIVERA,,,1,09015,GUERRERO,,,5,2,20,30,21,0,1,1.0,1,2,0.0,,2,4,1,2,4,1,1,1,2,2,1,2,2,2,1,2,6,2,1,1,1,3,2,6,999999,999999,9,1,2,1,2,1,2,2,2,1,2,2,3,22.38
68,912,18,LERDO,MOSQUETA,,1,17,1,09015,PERALVILLO,,,3,09015,DOCTORES,,,5,3,12,46,13,29,2,0.0,,2,0.0,,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,3,2,2,,1,8,4,1,50,999999,9,1,2,1,2,2,2,2,2,1,2,2,4,22.38
67,881,27,JUVENTINO ROSAS,LAZARO CARDENAS,,1,17,7,09015,PERALVILLO,,,2,09015,PERALVILLO,,,4,8,14,10,14,50,2,0.0,,2,0.0,,1,3,1,1,4,1,1,1,1,1,2,2,2,2,2,,,,2,,1,5,3,2,988888,4000,3,1,2,1,1,1,2,2,2,2,2,2,3,9.78
74,1055,38,REFORMA,RIO MISISIPI,,1,26,6,09015,ROMA NORTE,,,2,09016,ANZURES,,,4,1,12,50,13,25,2,0.0,,2,0.0,,1,4,4,4,4,10,1,1,1,2,1,1,1,2,2,,,,1,1,1,8,4,2,250,999999,4,1,2,2,2,1,2,2,2,2,2,2,1,169.81
107,1696,13,CALZADA DE LA VIGA,PLUTARCO ELIAS CALLES,CDA XICALTONGO,1,63,1,09006,BARRIO LOS REYES,EJE 4,VICTORIANO HUERTA,7,09006,SAN FCO XICALTONGO,PLUTARCO ELIAS CALLES,CDA XICALTONGO,4,5,17,0,17,56,1,1.0,4,1,1.0,6,1,2,1,3,4,6,2,1,2,1,1,1,2,2,2,,,,2,,1,4,3,3,250,3000,2,1,2,4,2,2,2,2,2,2,2,1,4,90.93
109,1714,4,AV JUAN ALVAREZ,JUAN ALVAREZ,MELCHOR OCAMPO,1,36,1,09006,B JUAREZ,,,7,09014,PESTEUL,,,4,6,10,10,10,25,1,1.0,4,1,1.0,8,1,4,4,4,4,2,2,1,2,2,1,1,2,2,1,3,3,1,2,,1,8,5,4,100,999999,4,1,2,4,2,2,1,2,2,2,2,2,4,100.88
107,1684,1,CALZADA DE LA VIGA,PLUTARCO ELIAS CALLES,CALTONGO,1,36,1,09006,GRANJAS DE MEXICO,CHURUBUSCO,CANELA,2,09006,SAN FRANSISCO KICALTONGO,METRO BUS LA VIGA,,3,1,8,10,8,45,2,0.0,,2,0.0,,1,2,1,3,3,3,2,1,2,2,1,1,2,2,2,,,,2,,1,4,3,3,300,3600,3,1,2,2,2,1,2,2,2,2,2,2,4,90.93
109,1711,1,AV JUAN ALVAREZ,MELCHOR OCAMPO,,1,50,1,09006,LOS PICOS,CERRADA TEZONTLE,ESTADOS CHURUBUSCO,2,09014,NATIVITAS,1 ERO DE MAYO,,5,1,7,40,8,0,2,0.0,,2,0.0,,2,3,1,1,2,9,2,1,2,2,1,1,1,1,2,,,,2,,2,5,4,3,100,6000,3,1,2,4,2,2,1,2,2,2,2,2,4,100.88
108,1705,8,PLAYA VILLA DEL MAR,PLUTARCO ELIAS CALLES,,1,12,1,09006,MILITAR MARTE,PLAYA COLORADA,,1,09006,MILITAR MARTE,PLAYA COLORADO,,4,2,13,3,13,20,2,0.0,,2,0.0,,1,4,4,4,4,7,1,1,1,1,1,1,1,1,2,,,,2,,1,3,2,6,999999,999999,9,1,2,1,2,1,2,2,2,2,2,1,3,122.6
108,1708,11,PLAYA VILLA DEL MAR,PLUTARCO ELIAS CALLES,,1,48,1,09006,MILITAR MARTE,PLAYA ROQUETA,,1,09006,MILITAR MARTE,PLAYA ROQUETA,,5,2,15,0,15,40,2,0.0,,2,0.0,,1,3,4,4,3,10,1,1,1,1,1,1,1,1,2,,,,2,,1,4,3,3,150,999999,9,1,2,4,2,2,2,2,2,2,2,1,3,122.6
105,1668,1,ORIENTE 106,SUR 183,SUR 181,1,23,1,09006,GABRIEL RAMOS MILLAN,UPIICSA IPN,CALLE TE,3,09006,G RAMOS MILLAN,MERCADO,KINDER,4,5,9,0,9,53,2,0.0,,2,0.0,,1,2,1,3,1,10,2,2,2,2,2,1,2,2,2,,,,2,,1,5,4,3,300,4500,3,1,2,4,2,2,1,2,2,2,2,1,4,134.63
104,1663,3,VIADUCTO RIO DE LA PIEDAD,VIADUCTO RIO DE LA PIEDAD,,1,30,2,09006,CIUDAD DEPORTIVA,,,1,09006,CIUDAD DEPORTIVA,,,2,2,11,50,12,30,2,0.0,,2,0.0,,2,1,1,4,3,4,2,1,2,1,2,2,2,2,1,2,5,2,1,2,1,5,4,3,200,999999,3,1,2,4,2,2,2,2,2,2,2,1,6,98.2
114,1775,13,ARNESES,ARNESES,COLORINES,1,21,2,09007,,AV TLAHUAC,ERMITA,2,09007,REYES CULHUACAN,,,5,8,16,45,17,10,2,0.0,,2,0.0,,1,1,1,3,2,2,2,1,2,2,1,2,1,2,1,1,3,2,2,,1,4,3,3,500,2000,2,1,2,2,2,2,2,2,2,2,1,2,4,105.5
115,1794,13,CAMINO ANTIGUA CULHUACAN,ARROYO TLALOC,,1,58,1,09007,REYES CULHUACAN,CACAMA,,4,09007,ATLALILCO,,,4,4,16,50,17,6,1,1.0,4,2,0.0,,1,4,4,4,4,1,2,1,2,1,1,2,1,2,2,,,,1,1,1,3,2,6,100,999999,3,1,2,4,1,2,2,2,2,2,1,2,6,31.83
114,1779,17,ARNESES,ARNESES,COLORINES,1,42,2,09003,SANTA URSULA,,,1,09007,VALLE SUR,,,5,2,19,15,20,20,1,3.0,4,2,0.0,,2,4,4,4,4,2,2,1,2,2,1,1,2,1,2,,,,2,,1,8,5,4,100,15000,5,1,2,4,2,2,1,2,2,2,2,1,6,105.5
111,1739,4,FRANCISCO VILLA,FRANCISCO VILLA,,1,61,1,09007,PUEBLO MAGDALENA ATLAZOLPA,,,4,09007,PUEBLO MAGDALENA ATLAZOLPA,,,2,4,11,5,11,20,2,0.0,,2,0.0,,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,,,,1,1,1,3,2,6,100,3000,2,1,2,4,2,1,2,2,2,2,2,2,4,100.18
110,1734,16,EMILIANO ZAPATA,LABORISTA,,1,45,2,09007,SAN ANDRES TETEPILCO,,,1,09007,SAN ANDRES TETEPILCO,,,5,2,19,0,19,25,2,0.0,,2,0.0,,2,3,3,3,2,2,1,2,2,2,1,2,2,2,2,,,,2,,1,4,2,2,80,5000,3,1,2,4,2,2,1,2,2,2,2,2,4,78.71
116,1806,8,ERMITA IZTAPALAPA,ROJO GOMEZ,,1,35,2,09007,SAN MIGUEL,,,1,09007,SAN MIGUEL,,,5,2,12,20,12,50,2,0.0,,2,0.0,,1,2,3,3,3,10,1,1,2,2,2,2,2,2,1,1,6,2,1,1,1,4,2,2,500,4000,3,1,2,2,2,2,2,2,2,2,1,2,4,77.31
116,1807,9,ERMITA IZTAPALAPA,ROJO GOMEZ,,1,18,1,09007,LEYES DE REFORMA,,,4,09007,CERRO DE LA ESTRELLA,,,5,4,13,50,14,15,2,0.0,,2,0.0,,1,3,3,2,3,10,2,2,2,2,2,2,2,2,2,,,,2,,1,5,3,2,100,900,1,1,2,4,2,2,2,2,2,2,2,2,4,77.31
119,1842,4,ANILLO PERIFERICO,RADIODUFUSION,,1,38,1,09007,LEYES DE REFORMA,,,2,09007,CONSTITUCION,,,4,1,6,40,7,15,2,0.0,,2,0.0,,1,1,1,1,1,7,2,2,2,2,1,2,2,2,2,,,,2,,1,5,4,3,150,7000,4,1,2,4,2,2,1,2,2,2,2,2,4,62.14
119,1858,78,ANILLO PERIFERICO,RADIODIFUSORA,,1,39,2,09007,CHINAMPA,,,1,09007,FRENTE,,,4,2,9,25,9,30,2,0.0,,2,0.0,,2,2,2,2,2,10,2,2,2,2,2,2,2,2,2,,,,2,,1,4,3,3,200,999999,9,1,1,4,2,2,2,2,2,2,2,1,6,62.14
117,1822,5,AV GALVAN,GRAL. RAUL HERRERA,,1,27,3,09007,SA PEDRO,,,1,09007,SAN MIGUEL,,,5,2,16,15,16,40,2,0.0,,2,0.0,,2,2,2,2,3,5,2,2,2,2,2,2,2,2,2,,,,2,,1,5,3,2,0,6500,4,1,2,1,1,2,1,2,2,2,2,1,3,56.57
125,1968,23,AV. JALISCO,AV. LAS PALMAS,,1,14,1,09007,SANTA MARIA,,,4,09007,SANTA MARIA,,,3,4,18,29,18,39,2,0.0,,2,0.0,,2,4,4,4,4,10,2,1,2,2,1,1,1,1,2,,,,2,,1,3,1,2,10,999999,9,1,2,2,2,2,2,2,1,2,2,2,4,34.44
101,1626,4,CANAL DE SAN JUAN,SUR 24,CANAL DE SAN JUAN,1,25,1,09006,AGRICOLA ORIENTAL,SUR 12,SUR 8,4,09007,,EJE 5,PERIFERICO,3,4,11,45,12,30,2,0.0,,2,0.0,,1,4,4,4,4,10,1,1,2,2,1,1,1,2,1,3,5,8,1,1,1,8,4,1,200,10000,4,1,2,4,2,2,2,2,2,2,2,2,4,84.5
99,1593,3,FRANCISCO MORAZAN,PICO DE ORIZABA,MALINCHE,1,36,1,15058,VALLE DE ARAGON 1RA SECCION,AV. ZOPOTLAS,VALLE YUCAN,5,15058,VALLE DE ARAGON 1 SECC,AV ZOPOTLAS,VALLE YUCAN,5,5,8,0,8,4,2,0.0,,2,0.0,,2,1,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,2,,1,4,3,3,150,2000,2,1,2,1,2,2,2,2,2,2,2,2,6,67.43
101,1623,1,CANAL DE SAN JUAN,SUR 24,CANAL DE SAN JUAN,1,29,1,15058,LA PAJA,AV PANTITLAN,TEPOZANES,2,09007,DEL MORAL,,,5,1,8,0,9,0,2,0.0,,2,0.0,,1,4,4,4,4,9,1,1,2,2,1,1,2,2,2,,,,1,2,1,5,4,3,0,5600,3,1,2,2,1,2,1,2,2,2,2,2,6,84.5
101,1630,8,CANAL DE SAN JUAN,CANAL DE SAN JUAN,SUR 24,1,50,7,09007,ARENAL 4SECCION,XANA,,4,09007,ESCUADRON 201,,,4,4,18,9,19,48,2,0.0,,2,0.0,,1,4,4,4,4,1,1,2,8,2,2,2,2,2,2,,,,1,8,1,3,2,6,400,999999,9,1,2,4,1,2,2,2,2,2,2,2,6,84.5
125,1961,16,AV. JALISCO,AV. LAS PALMAS,,1,19,3,09007,SANTA CRUZ,,,1,09007,SANTA MARIA,,,5,2,15,30,16,0,1,2.0,1,2,0.0,,2,4,3,4,4,1,2,1,1,1,1,1,1,1,2,,,,2,,1,5,4,3,80,2800,2,1,2,2,1,2,1,2,2,2,2,2,4,34.44
