PUNTO_LEV,ID_UNICO,FOLIO,CALLE_LEV,CALLE_1,CALLE_2,RESUL,F1,P1,MUNORI,P2_COL,P2_REF1,P2_REF2,P3,MUNDES,P4_COL,P4_REF1,P4_REF2,P5,P6,P7_HR,P7_MIN,P8_HR,P8_MIN,P9,P9_1,P10,P11,P11_1,P12,P13,P14_1,P14_2,P14_3,P14_4,P15,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P16_8,P17,P17_1,P17_2,P17_3,P18,P19,P20,P21_NIVEL,NIVEL,P21_AÑO,P22,P23,P23_1,P24,P24_1,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P26_6,P26_7,P26_8,P27,FACTOR
156,2346,7,LAGUNA DE MAYRAN,MARINA NACIONAL,LAGO CHAPALA,1,18,1,09016,SAN HIPOLITO,LAGO XOCHIMILCO,LAGUNA DE NACOZARI,4,09016,SAN HIPOLITO,,,4,4,14,42,15,6,2,0.0,,2,0.0,,1,2,2,2,2,10,2,2,2,2,2,2,2,2,2,,,,2,,1,5,4,3,988888,988888,9,1,2,4,1,2,2,2,2,2,2,1,2,92.55
158,2388,10,SCHILLER,C. ELISEOS,MASARYK,1,25,1,09015,TRANSITO,,,7,09017,TRANSITO,,,5,6,18,0,19,30,2,0.0,,1,1.0,7,1,4,4,4,4,10,2,1,2,2,1,1,2,1,2,,,,1,1,1,8,5,4,300,999999,9,1,2,1,2,2,1,2,2,2,2,2,4,99.05
159,2394,3,REFORMA,MAHATMA GHANDI,,1,34,2,09016,CDMX,LEGARIA,MERCADO MEXICO NUEVO,2,09015,ESCANDON,,,5,8,11,20,12,0,1,6.0,3,2,0.0,,1,3,2,4,4,5,2,1,2,1,1,1,1,1,2,,,,1,1,1,5,3,2,999999,988888,1,2,2,1,1,1,2,2,2,2,1,1,5,601.1
159,2393,1,MIHUEL HIDALGO,MAHATMA GANDHI,,1,30,1,09015,CDMX,CUAUHTEMOC,,2,09016,CDMX,MIGUEL HIDALGO,,3,1,10,40,11,10,2,0.0,,2,0.0,,1,4,4,4,4,10,1,1,1,1,1,1,2,1,2,,,,1,1,1,9,5,2,0,999999,6,2,1,2,2,1,2,2,2,2,2,2,5,601.1
163,110,8,FRAY SERVANDO TERESA DE MIER,AV. MORELOS,,1,73,4,09009,SAN ANTONIO TECOMITL,,,1,09009,SAN ANTONIO TECOMITL,,,2,2,10,26,10,45,1,1.0,4,1,1.0,6,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,9,1,1,1,1,4,3,3,200,999999,9,1,2,4,2,2,2,2,2,2,2,2,4,40.38051541
163,180,17,FRAY SERVANDO TERESA DE MIER,AV. MORELOS,,1,38,7,09009,LA LUPITA XULCO,,,1,09009,SAN ANTONIO TECOMITL,,,5,2,16,0,17,20,1,1.0,4,1,1.0,8,2,2,3,2,2,10,2,2,2,2,2,2,2,2,1,3,3,2,2,,1,3,1,4,100,999999,2,1,2,4,2,2,1,2,2,2,2,2,4,40.38051541
162,2437,6,AV. REVOLUCION,JOSE MARIA,,1,20,1,09010,,,,2,09016,,,,1,1,12,0,14,0,1,1.0,1,1,3.0,6,1,2,2,2,2,10,2,2,2,2,2,2,2,2,2,,,,1,1,1,3,2,6,200,999999,4,1,2,2,2,2,2,2,2,2,2,2,6,148.29
170,2476,17,VA. MIGUEL HIDALGO,NI?OS HEROES,,1,26,1,09009,SANTA ANA TLACOLTENCO,,,7,09009,SAN PEDRO,,,4,6,17,15,17,56,1,3.0,4,1,3.0,8,1,2,1,4,2,8,2,1,2,2,2,2,2,2,1,2,98,1,2,,1,8,5,5,200,7000,4,1,2,4,2,2,2,2,2,2,2,2,6,31.65
170,2473,14,AV MIGUEL HIDALGO,NI?OS HEROES,,1,40,2,09009,SAN TA CRUZ,,,1,09009,SAN PEDRO ATOPAN,,,5,2,15,0,15,55,2,0.0,,2,0.0,,1,1,4,4,3,10,1,1,2,2,1,2,2,2,1,1,2,1,2,,2,5,4,3,988888,10000,4,1,2,4,1,2,1,2,2,2,2,2,4,31.65
170,2480,21,VA MIGUEL HIDALGO,,,1,41,2,09009,SAN PEDRO,,,1,09009,SANTA CRUZ,,,5,2,18,30,19,30,1,2.0,2,2,0.0,,1,2,2,2,3,6,1,1,2,2,1,1,1,1,1,2,7,8,1,1,1,5,4,3,350,9000,4,1,2,4,2,2,2,2,2,2,2,2,4,31.65
176,2530,7,AV. LUIS DELGADO,LUIS DELGADO,LAS ROSAS,1,35,7,09011,TLAHUAC,MIGUEL HIDALGO,CENTRO DE SALUD,6,09011,TEMPILOLI,LIBERTAD,,5,8,13,35,14,15,2,0.0,,2,0.0,,2,4,4,8,8,2,1,1,2,2,2,2,2,2,2,,,,2,,2,3,2,6,100,999999,9,1,2,1,2,2,2,2,2,2,2,2,3,49.07
175,2523,6,FRANCISCO JIMENEZ,JAZMIN,,1,36,2,09011,MIGUEL HIDALGO,,,1,09011,LONCHERIA CONCHITA,ROSALES,MARGARITAS,5,2,17,20,17,40,2,0.0,,2,0.0,,1,4,8,8,4,1,2,1,2,2,1,1,1,2,1,2,4,1,2,,1,4,2,2,140,3000,2,1,2,4,1,2,1,2,1,2,2,2,4,359.65
52,721,2,CALZADA DE LAS BOMBAS,CANDELARIA PEREZ,CALZADA DE LAS BOMBAS,1,20,1,09003,HACIENDA VISTA HERMOSA,MIRADOR,SANTA CECILIA,3,09011,PERIFERICO,,,1,3,6,0,6,45,2,0.0,,2,0.0,,2,1,4,4,4,4,1,1,2,2,1,2,2,2,1,3,3,2,1,1,1,8,4,1,50,999999,2,1,2,4,1,2,2,2,2,2,2,1,6,149.49
53,752,16,AV. CANAL DE MIRAMONTES,AV. CANAL DE MIRAMONTES,LAS BOMBAS,1,67,1,09007,ESCUADRON,,,2,09003,JARDINES DE COYOACAN,,,1,1,18,0,19,0,1,3.0,4,1,6.0,8,2,4,4,4,4,1,2,2,2,2,2,1,2,2,1,2,3,2,2,,1,3,1,2,150,999999,9,1,2,2,2,2,2,2,2,2,1,2,6,115.54
53,750,14,AV. CANAL DE MIRAMONTES,AV. CANAL DE MIRAMONTES,LAS BOMBAS,1,37,5,09003,JARDINES,,,1,09003,JARDINES,,,3,2,16,30,16,50,2,0.0,,2,0.0,,2,4,4,4,4,5,2,2,2,2,1,2,2,2,2,,,,2,,2,4,3,3,988888,4600,3,1,2,4,2,2,2,2,2,2,2,1,6,115.54
51,704,4,MANUEL SAENZ,MANUEL SAENZ,ROSA MA. SEQUEIRA,1,21,1,09003,CULHUACAN,,,3,09003,CULHUACAN,BACHILLERES 4,,2,3,13,0,13,15,2,0.0,,2,0.0,,1,3,2,3,3,5,1,2,2,2,2,1,2,2,2,,,,2,,1,4,3,3,988888,999999,9,1,2,4,2,2,1,2,2,2,2,2,4,118.33
73,1011,2,BUCARELI,AV. CHAPULTEPEC,TURIN,1,23,1,09015,DOCTORES,ANDRADE,LICIAGA,2,09015,JUAREZ,BUCARELI,,4,1,9,50,10,45,1,3.0,4,1,5.0,8,1,2,1,8,1,8,2,1,2,2,1,2,2,2,2,,,,2,,1,8,4,3,100,4500,3,1,2,4,2,2,2,2,2,2,2,2,6,399.66
71,983,4,20 DE NOVIEMBRE,VENUSTIANO CARRANZA,,1,24,2,09015,CENTRO,5 DE FEBRERO,,2,09015,CENTRO,5 DE FEBRERO,,4,1,11,0,12,0,2,0.0,,2,0.0,,1,2,3,4,2,8,2,2,2,2,2,2,2,2,2,,,,2,,1,7,4,3,150,3000,2,2,1,2,2,2,2,2,2,2,2,2,1,771.06
58,797,7,AV LOMA DE LA PALMA,AV NOCHE DE PAZ,,1,22,2,09004,NAVIDAD,ANDADOR TEPANO,,1,09004,NAVIDAD,NADADOR HUIZAPANERA,TEPANO,2,2,6,0,8,0,1,1.0,4,2,0.0,,2,2,1,3,3,3,2,2,2,2,1,2,2,2,2,,,,1,1,1,5,4,3,150,999999,3,6,2,1,2,2,2,2,2,2,2,2,3,11.7
55,778,15,SAN GUILLERMO,AV SANTA URSULA,SAN JORGE,1,19,1,09003,SANTA URSULA,,,5,09003,DEPREGAL DE CARRANZA,,,5,10,17,5,17,30,2,0.0,,1,1.0,6,8,2,2,3,2,7,2,2,2,2,2,2,2,2,2,,,,2,,2,5,4,3,80,999999,2,1,2,4,2,2,2,2,2,2,2,2,4,39.93
48,672,7,REY NEZAHUALCOYOTL,REY NEZAHUALCOYOTL,AV. AZTECAS,1,24,2,09003,COYOACAN AJUSCO,TIENDA DE ABARROTES,,2,09003,AJUSCO COYOACAN,TIENDA DE ABARROTES,,5,1,7,42,8,15,2,0.0,,2,0.0,,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,3,2,1,1,1,5,3,2,500,1000,1,1,2,4,2,2,2,2,2,2,2,2,6,225.04
49,680,6,SANTA ANA,SANTA ANA,PIEDRA DEL SOL,1,18,1,09003,CANDELARIA COYOACAN,JUEGO DE CANCHAS,JUEGO DE EJERCICIOS,2,09003,SANTA ANA,PALETERIA,ESTRETICA DE PERROS,4,1,10,30,11,14,2,0.0,,2,0.0,,1,4,4,4,4,10,2,2,2,1,2,2,2,2,2,,,,2,,1,4,3,3,100,800,1,1,2,4,2,2,2,2,2,2,2,2,3,83.83
48,671,6,REY NEZAHUALCOYOTL,REY NEZAHUALCOYOTL,AV. AZTECAS,1,23,1,09003,SANTO DOMINGO,COMEX,,2,09003,SANTO DOMINGO,COMEX,,2,1,14,0,14,40,2,0.0,,2,0.0,,2,1,9,9,9,3,2,1,2,2,2,2,2,2,1,3,3,2,2,,1,4,3,3,400,900,1,1,2,4,2,2,2,2,2,2,2,2,6,225.04
50,699,11,CALZADA TAXQUEÑA,EJIDO,,1,28,2,09003,CULHUACAN CTM,,,1,09003,SAN FRANCISCO CULHUACAN,,,1,2,19,20,19,37,1,1.0,2,2,0.0,,2,1,2,2,2,2,1,1,1,2,1,1,1,1,2,,,,2,,1,4,3,3,600,999999,3,1,2,4,2,2,2,2,2,2,1,2,4,95.42
45,626,4,AV. CERRO DE LAS TORRES,AV. CERRO DE LAS TORRES,CERRO DEL CUBILETE,1,43,2,15058,CAMPESTRE GUADALUPANA,LA PLUMA DE LA ESQUINA,,4,09003,CERRO CUBILETE,CERRO CAMPANA,,4,4,12,55,13,16,1,1.0,1,2,0.0,,1,4,4,4,3,3,2,2,2,2,2,2,2,2,2,,,,1,1,1,4,2,1,988888,4000,3,1,2,4,1,1,2,2,2,2,2,2,3,45.5
45,623,1,AV. CERRO DE LAS TORRES,AV. CERRO DE LAS TORRES,CERRO DEL CUBILETE,1,17,2,09003,AVANTE,CERRO DE LAS TORRES,CERRO GORDO,4,09003,CAMPESTRE,CERRO DE LA ESTRELLA,,1,4,9,15,9,35,2,0.0,,2,0.0,,2,1,1,3,3,1,2,2,2,2,2,2,2,2,2,,,,2,,1,4,3,3,100,3000,2,1,2,2,2,1,2,2,2,2,2,2,3,45.5
45,632,10,AV. CERRO DE LAS TORRES,AV. CERRO DE LAS TORRES,CERRO DEL CUBILETE,1,38,1,09003,CAMPESTRE CHURUBUSCO,SUPERAMA,,2,09003,PASEOS DE TAXQUE?A,,,6,1,15,0,15,28,1,1.0,1,1,1.0,5,1,4,4,4,4,1,1,1,2,2,1,1,1,1,2,,,,1,1,1,4,3,3,100,6000,3,6,2,2,1,2,2,2,2,2,2,2,3,45.5
44,619,7,AV. PEDRO ENRIQUE UREÑA,AV. PEDRO ENRIQUE UREÑA,PLAZUELA D ELOS REYES,1,28,2,09003,SANTO DOMINGO,SECUNDARIA 49,,1,09003,SANTO DOMINGO,,,5,2,16,0,16,30,2,0.0,,2,0.0,,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,2,,2,4,3,3,300,1800,2,1,2,4,2,2,2,2,2,2,2,2,3,147.43
44,614,2,AV. PEDRO ENRIQUE UREÑA,AV. PEDRO ENRIQUE UREÑA,PLAZUELA DE LOS PIRULES,1,35,1,09003,LOS REYES,,,2,09003,AZTECAS,,,1,1,9,15,9,40,2,0.0,,1,1.0,7,1,2,1,2,2,8,1,1,2,2,1,1,2,1,8,,,,8,,2,4,3,3,100,4000,3,1,2,2,2,1,2,2,2,2,2,2,3,147.43
45,631,9,AV. CERRO DE LAS TORRES,AV. CERRO DE LAS TORRES,CERRO DEL CUBILETE,1,36,1,09003,CUAUHTEMOC,,,2,09003,PEDREGAL DE STA URSULA,CIUDAD AZTECA,,1,1,14,0,15,18,2,0.0,,2,0.0,,1,4,4,4,4,3,2,2,2,2,2,2,2,2,2,,,,1,1,1,3,1,5,300,2000,2,1,2,1,2,2,2,2,2,1,2,2,3,45.5
62,816,2,AV JOSE MARIA CASTORENA,JOSE MARIA CASTORETA,ANTONIO ANCONA,1,23,2,09004,CUAJIMALPA,,,3,09015,ROMA NORTE,,,1,3,13,30,14,15,2,0.0,,1,1.0,7,2,2,2,4,1,8,2,1,1,2,1,2,2,2,1,2,9,1,1,1,1,5,4,3,200,999999,9,1,2,4,2,2,2,2,2,2,2,2,4,106.89
66,836,9,AV RICARDO FLORES MAGON,PINO,TREBOL,1,50,1,09014,SAN G,,,2,09015,CENTRO,,,4,1,8,0,9,10,2,0.0,,2,0.0,,1,3,2,1,1,1,1,1,2,2,1,1,1,2,1,2,7,2,1,1,1,4,3,3,50,5000,3,1,2,1,2,2,2,2,2,2,2,2,3,10.74
63,821,5,JACARANDAS,LOS CEDROS,,1,18,2,09004,SANTA RITA,,,1,09004,LOS CEDROS,,,4,2,18,0,18,40,2,0.0,,2,0.0,,2,4,4,4,4,8,1,2,2,2,2,2,2,2,2,,,,1,1,1,5,4,3,150,3000,2,1,2,1,2,2,2,2,2,2,2,2,4,38.4
42,594,1,FEBO,INSURGENTES SUR,INSURGENTES,1,42,2,09014,MIXCOAC,MERCADO MIXCOAC,,2,09014,MIXCOAC,MERCADO MIXCOAC,,4,8,9,5,9,20,2,0.0,,1,2.0,8,1,3,2,2,1,1,2,2,2,1,1,2,2,2,2,,,,2,,1,4,3,3,200,3600,3,1,2,2,1,2,2,2,2,2,2,2,6,57.3
41,576,5,EXTREMADURA,CIRCUITO INTERIOR,,1,45,1,09010,COLINAS DEL SUR,,,2,09016,ESCANDON,,,6,1,8,45,9,19,2,0.0,,2,0.0,,1,1,1,8,1,10,1,1,1,2,1,1,1,2,1,2,2,1,2,,1,5,4,3,40,15000,5,2,2,4,1,2,1,2,2,2,2,2,1,825.78
40,17,16,AV PATROTISMO,CALLE 23,,1,26,1,09016,,,,2,09016,,,,6,1,8,0,9,30,2,0.0,,2,0.0,,2,1,1,1,1,4,2,2,2,2,2,2,2,2,2,,,,2,,2,8,5,5,988888,999999,9,2,2,4,2,2,2,2,2,2,2,2,6,679.23
66,833,6,AV RICARDO FLORES MAGON,PINO,TREBOL,1,30,1,09015,ATLAMPA,,,2,09015,SAN COSME,,,2,1,8,0,9,0,2,0.0,,2,0.0,,2,3,3,2,4,1,2,1,1,2,1,1,1,1,1,1,3,2,2,,1,7,4,3,50,7000,4,1,2,1,2,2,1,2,2,2,2,1,4,10.74
67,855,1,JUVENTINO ROSAS,LAZARO CARDENAS,,1,51,2,09015,SAN SIMON,,,7,09015,CALZADA DE MISTERIOS,,,4,8,7,30,8,30,2,0.0,,2,0.0,,1,4,1,4,4,1,1,1,2,2,1,1,1,1,2,,,,1,1,1,1,1,0,988888,988888,9,6,2,2,1,2,2,2,2,2,2,2,4,9.78
68,922,28,LERDO,MOSQUETA,,1,27,7,09015,GUERRERO,,,2,09015,TABACALERA,,,4,8,17,40,18,10,1,5.0,4,1,3.0,8,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,3,1,5,100,999999,9,6,2,2,1,2,2,2,2,2,2,2,3,22.38
69,941,13,JOSE SOTERO CASTAÑEDA,CALZADA CHABACANO,,1,18,2,09015,ASTURIAS,JOSE SOTERO,CALZ CHABACANO,1,09014,DEL VALLE,,,5,2,17,0,17,45,2,0.0,,2,0.0,,2,4,4,8,1,10,1,1,1,1,1,1,1,1,2,,,,1,1,1,4,3,3,300,999999,3,1,2,2,2,2,2,2,2,2,1,2,2,166.36
68,900,6,LERDO,MOSQUETA,,1,19,2,09015,GUERRERO,,,5,09015,TABACALERA,,,4,10,10,0,10,20,2,0.0,,2,0.0,,1,1,1,1,1,8,1,1,2,2,1,1,2,1,2,,,,1,1,1,3,2,6,700,6000,3,1,2,1,2,2,2,2,2,2,2,2,4,22.38
70,972,24,MOSQUETA,GUERRERO,,1,25,2,09015,SANTA MARIA LA RIBERA,,,1,09015,MORELOS,,,5,2,15,35,15,55,2,0.0,,2,0.0,,1,4,4,4,4,1,1,1,1,1,1,1,1,1,2,,,,2,,2,8,4,1,200,999999,3,1,2,2,2,2,2,1,2,2,2,2,3,65.71
191,2683,9,DZITAS,FERROCARRIL DE CUERNAVACA,SISAL,1,55,7,09012,HEROES DE PADIERNA,,,1,09012,HEROES DE PADIERNA,PUEBLA,VERACRUZ,5,6,8,30,13,0,1,9.0,3,2,0.0,,2,9,1,9,9,1,1,1,2,2,1,2,1,2,2,,,,2,,1,5,4,3,50,20000,6,6,2,3,2,2,2,2,2,2,1,2,1,43.74
195,2726,9,TENORIOS,ALGODONALES,,1,29,1,09013,LA CEBADA,PLAN DE AYALA,,2,09012,VILLA COAPA,DON REFUGIO,,4,1,99,99,99,99,1,8.0,4,1,8.0,8,2,2,1,1,1,8,2,1,2,2,1,1,2,1,2,,,,1,1,1,3,2,6,500,4000,3,1,2,2,1,2,1,2,2,2,2,2,4,42.1
192,2694,2,CORREGIDORA,AV DE LAS TORRES,,1,59,1,09012,HIDALGO 3RA SECCION,,,5,09012,EL CAPULIN,,,5,10,11,40,12,15,2,0.0,,2,0.0,,1,3,4,4,4,1,2,1,2,2,1,1,2,2,2,,,,2,,1,4,3,3,100,3000,2,1,2,1,2,1,2,2,2,2,2,2,4,43.66
197,2756,1,CAMINO VIEJO A SAN PABLO,CIRCUITO LA COMUNIDAD,EL MARQUES,1,30,2,09012,SAN PEDRO MARTIN,CEDRAL,CIPRES,1,09012,SAN PEDRO MARTIR,RINCON DEL CONDE,,5,1,9,0,9,15,2,0.0,,2,0.0,,1,3,3,3,3,2,2,1,2,2,2,2,1,1,2,,,,2,,1,4,3,3,999999,2500,2,6,2,2,1,2,2,2,2,2,2,2,4,166.07
202,2774,7,CARRETERA MEX- CUERNAVACA,SIERRA PINOS,,1,18,7,09012,PUEBLA PARRES,,,1,09012,AMPLIACION PARRES,CASETA DEL CHECADOR,,5,2,16,14,16,35,2,0.0,,2,0.0,,1,4,1,4,4,2,2,2,2,2,2,2,2,2,1,2,9,2,2,,1,4,3,3,700,800,1,1,2,1,2,2,2,2,2,2,2,1,3,18.71
196,2706,10,ARENAL,ARENAL,PASEO DE LAS TORTOLAS,1,27,1,09013,BARRIO XALTONGO,,,2,09012,FUENTES BROTANTES,,,2,1,14,0,14,55,2,0.0,,2,0.0,,2,1,4,4,3,10,1,1,2,2,1,1,2,1,1,2,7,1,2,,1,8,4,2,200,999999,9,1,2,4,2,2,2,2,2,2,2,2,4,119.76
196,2748,7,ARENAL,ARENAL,PASEO DE LAS TORTOLAS,1,20,1,09013,XICALHUACAN,,,2,09008,HOSPITAL PEMEX,,,2,1,11,30,12,40,1,2.0,4,2,0.0,,1,4,4,4,4,1,1,1,2,2,1,1,1,2,2,,,,1,1,1,7,4,3,50,5200,3,1,2,4,2,2,2,2,2,2,2,2,4,119.76
190,2668,1,BOULEVARD PICACHO AJUSCO Y TIZIMIN,BOULEVARD PICACHO AJUSCO,TIZMIN,1,41,1,09012,SAN MIGUEL,,,2,09012,JARDINES DE AJUSCO,,,1,1,9,0,10,0,2,0.0,,2,0.0,,2,4,4,4,4,1,2,1,2,2,1,1,1,1,2,,,,1,2,2,3,1,3,988888,999999,2,1,2,2,2,2,2,2,2,2,1,2,3,28.07
189,52,4,AV. UNION,YAXKUKUL,COTOY,1,59,2,09012,LOMAS DE PADIERNA,OPICHEL,,1,09012,LOMAS DE PADIERNA,,,4,2,13,30,14,26,1,1.0,2,2,0.0,,2,4,4,4,4,5,2,2,2,2,2,2,2,2,2,,,,1,2,1,3,2,6,300,2800,2,1,2,3,2,2,2,2,2,2,2,2,4,21.05083192
186,2634,12,JOSE LOPEZ PORTILLO,PEDRO HERNANDEZ SILVA,,1,44,2,09009,TECAXTITLA,,,1,09011,JAIME TORRES,,,5,2,13,58,14,15,2,0.0,,2,0.0,,1,2,2,4,2,1,2,2,2,2,2,2,2,2,2,,,,1,1,1,4,3,3,50,999999,3,1,2,4,2,2,2,2,2,2,2,2,4,118.92
186,2639,17,JOSE LOPEZ PORTILLO,PEDRO HERNANDEZ SILVA,,1,16,1,09007,SAN ANTONIO,,,7,09011,SANTA CECILIA,METRO TLAHUAC,,1,6,16,15,16,50,2,0.0,,1,1.0,7,8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,1,1,1,5,3,1,500,999999,2,1,1,3,2,2,1,2,2,2,2,2,4,118.92
185,2611,5,CAMINO REAL,PINOS,CAMINO REAL,1,18,3,09011,DEL MAR,,,1,09011,SAN JUAN IXTAYOPAN,,,5,2,15,40,16,0,1,1.0,2,2,0.0,,2,1,1,3,8,7,2,2,1,2,1,1,2,2,2,,,,1,1,1,5,4,3,200,999999,9,1,2,4,2,2,1,2,2,2,2,2,6,124.68
222,3000,8,CECILIO ROBELO,RETNO 3 CECILIO ROBELO,,1,43,2,09999,,,,1,09999,,,,5,2,18,0,19,0,2,0.0,,2,0.0,,2,2,3,1,1,8,2,2,2,2,1,2,2,2,2,,,,1,1,1,5,4,3,100,999999,9,1,2,4,2,2,2,2,2,2,2,2,6,59.36
214,2908,11,ERNESTO P URUCHURTI,FERNANDO ROMAN LUGO,FERNANFO PEREZ ARIAS,1,56,4,09017,ADOLFO LOPEZ MATEOS,EXPLANADA,ESCUELA,1,09017,ARENAL 4A SECCION,CENTRO DE SALUD,CAMELLON DE SAN JUDAS,5,8,11,0,11,50,1,1.0,4,2,0.0,,1,4,4,4,4,1,1,1,2,2,1,2,2,2,1,2,99,2,1,1,1,9,5,4,200,6000,3,1,2,4,2,2,2,2,2,2,2,2,3,44.13
215,2926,9,IGNACIO ZARAGOZA,75,73,1,20,4,09017,PUEBLA,GASOLINERA,,1,09017,PUEBLA,FARMACIA,,5,2,16,20,16,32,2,0.0,,2,0.0,,2,3,3,2,4,4,2,1,2,2,1,1,1,2,1,3,3,2,1,1,1,4,3,3,988888,999999,9,1,2,1,2,2,2,2,2,2,2,1,4,60.07
216,2942,15,FRANCISCO MORAZAN,FRANCISCO MORAZAN,35,1,29,2,09015,CENTRO,,,1,09017,IGNACIO ZARAGOZA,,,5,2,16,0,16,45,2,0.0,,2,0.0,,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,,,,1,1,1,5,4,3,400,999999,2,1,2,1,2,1,1,1,2,2,2,2,4,53.44
183,2593,12,DR. JUAN PALOMO MARTINEZ,20 DE NOVIEMBRE,LOS REYES,1,28,1,09011,TEHUATLA,AZUCENA,EJIDO,3,09011,SELENE,ESTANISLAO,CALLE LAGO,1,3,17,30,17,50,2,0.0,,2,0.0,,1,4,4,4,3,9,2,1,2,2,1,1,1,2,2,,,,2,,1,8,4,3,200,4000,3,1,2,4,2,2,1,2,2,2,2,2,4,117.01
179,2547,3,MONTES DE LA CORDILLERA,MURALLA RECTA,GOLFO DE LOS RIOS,1,43,1,09011,SAN FRANCISCO TLALTENCO,,,4,09011,SAN FRANCISCO TLALTENCO,,,5,4,11,0,11,35,1,1.0,1,2,0.0,,1,4,3,2,4,2,1,2,2,2,2,2,2,2,1,1,1,1,2,,1,5,4,3,75,1200,2,1,2,1,2,2,2,2,2,2,2,1,6,25.88
184,2599,4,MORENA ACUEDUCTO,MA DOLORES OBREGON,ACUEDUCTO,1,18,4,09013,TULYEHUALCO,,,1,09011,SAN SEBASTIAN,,,5,2,14,0,14,50,1,1.0,2,2,0.0,,2,1,4,4,4,10,1,1,2,1,1,1,1,1,2,,,,1,1,1,4,3,3,30,999999,9,1,2,1,2,2,2,2,2,2,2,2,4,123.86
177,2539,2,SAN RAFAEL ATLIXCO,SAN RAFAEL ATIXCO,CAMINO REAL,1,19,1,09011,SELENE,VALLE ALPINO,,2,09011,TLATENCO,,,5,1,11,30,11,49,2,0.0,,1,5.0,8,1,4,4,4,4,7,2,1,2,2,1,1,2,1,2,,,,1,2,1,5,3,2,50,2000,2,1,2,1,1,2,2,2,2,2,2,1,6,218.94
181,2566,5,AGRICULTURA,EL PIPILA,AGRICULTURA,1,28,1,09011,SANTA CATARINA,,,3,09011,SANTA CATARINA,,,5,10,11,11,12,0,1,1.0,2,2,0.0,,1,3,3,8,4,2,2,2,2,2,2,2,2,2,2,,,,2,,2,4,3,3,988888,900,1,1,2,1,2,2,2,2,2,2,2,1,6,46.65
184,2597,2,LA MORENA ACUEDUCTO,MARIA DOLORES OBREGON,ACUEDUCTO,1,33,1,09011,GUIANUATLA,ROSA,,4,09011,SAN JUAN,,,4,4,12,15,12,40,2,0.0,,2,0.0,,1,4,4,4,4,10,1,1,1,2,1,1,1,1,2,,,,2,,2,4,3,3,150,999999,2,1,2,1,2,2,2,2,2,2,2,2,4,123.86
182,2581,7,CUITLAHUAC,CUITLAHUAC,,1,44,2,09011,SANTA CATARINA,PALMAS,,1,15122,ALFREDO DEL MAZO,NORTE 32,,5,2,18,20,18,50,2,0.0,,2,0.0,,2,4,4,4,4,1,1,2,2,2,1,1,2,2,2,,,,2,,1,4,3,3,100,999999,3,1,2,1,2,2,2,2,2,2,2,2,5,11.25
213,2896,11,TENOCHTITLAN,NEZAHUALPILLI,TENOCHTITLAN,1,33,5,09017,ARENAL 1RA SECCION,,,7,09017,ARENAL 1RA SECCION,,,4,7,17,45,18,50,1,1.0,2,2,0.0,,1,4,4,4,4,7,2,2,2,2,2,1,2,2,1,1,5,8,2,,1,5,4,3,50,7000,4,1,2,1,2,2,2,2,2,2,2,1,3,19.85
210,113,8,AV. DE LAS TORRES,SAN JUAN DE DIOS,,1,38,3,09012,ARBOLEDAS DEL SUR,ESCUELA REAL MADRID,,2,09012,ARBOLEDAS DEL SUR,KINDER,,4,1,10,35,11,20,1,2.0,4,1,2.0,8,1,9,9,9,1,7,1,2,2,2,1,2,2,2,2,,,,1,9,1,4,3,3,150,2000,2,1,2,1,1,2,2,2,2,2,2,2,4,11.95479344
213,2889,4,TENOCHTITLAN,NEZAHUALPILLI,TENOCHTITLAN,1,45,4,09017,ARENAL 1RA SECCION,,,1,09017,ARENAL 1RA SECCION,,,5,2,10,30,12,20,2,0.0,,2,0.0,,1,9,9,9,9,7,2,1,2,2,2,2,2,2,2,,,,2,,1,7,4,3,100,2500,2,2,1,2,1,2,2,2,2,2,2,2,3,35.12
219,2970,5,AV TAHEL,NTC 190,,1,26,2,09017,PENSADOR MEXICANO,,,1,09017,MOCTEZUMA,,,5,2,18,30,19,30,2,0.0,,1,7.0,6,2,3,2,4,4,3,1,1,2,2,1,2,2,1,1,1,3,2,2,,1,5,4,3,80,999999,3,1,2,1,1,2,1,2,2,2,2,1,5,119.58
217,2959,15,GALINDO VILLA IZTACCIHUATL,GALINDO VILLA,IGNACIO ZARAGOZA,1,24,1,09017,,,,7,09017,,,,4,6,16,34,16,50,1,2.0,2,2,0.0,,1,1,1,1,1,8,2,1,2,2,1,1,1,1,1,1,1,2,2,,1,8,4,2,988888,999999,4,1,2,4,2,2,2,2,2,2,2,2,4,29.34
