Día de la semana,Día,Mes,Año,Fecha,Reforma,Revolución,Patriotismo,total
miercoles,13,septiembre,2017,2017-09-13,2644,108,1167,3919
jueves,14,septiembre,2017,2017-09-14,2947,1004,1159,5110
viernes,15,septiembre,2017,2017-09-15,2929,915,931,4775
sabado,16,septiembre,2017,2017-09-16,1099,386,426,1911
domingo,17,septiembre,2017,2017-09-17,1157,506,546,2209
lunes,18,septiembre,2017,2017-09-18,2129,918,1009,4056
martes,19,septiembre,2017,2017-09-19,2104,383,661,3148
miercoles,20,septiembre,2017,2017-09-20,2644,961,121,3726
jueves,21,septiembre,2017,2017-09-21,2947,657,1107,4711
viernes,22,septiembre,2017,2017-09-22,2929,905,978,4812
sabado,23,septiembre,2017,2017-09-23,1099,647,648,2395
domingo,24,septiembre,2017,2017-09-24,1157,574,780,2512
lunes,25,septiembre,2017,2017-09-25,2129,895,971,3996
martes,26,septiembre,2017,2017-09-26,2104,1006,984,4095
miercoles,27,septiembre,2017,2017-09-27,2644,961,859,4464
jueves,28,septiembre,2017,2017-09-28,2947,657,1008,4612
viernes,29,septiembre,2017,2017-09-29,2929,905,883,4717
sabado,30,septiembre,2017,2017-09-30,1099,647,319,2066
domingo,1,octubre,2017,2017-10-01,1157,530,687,2374
lunes,2,octubre,2017,2017-10-02,2129,908,1002,4039
martes,3,octubre,2017,2017-10-03,2104,785,11,2901
miercoles,4,octubre,2017,2017-10-04,2644,455,1064,4163
jueves,5,octubre,2017,2017-10-05,2947,950,1209,5106
viernes,6,octubre,2017,2017-10-06,2929,844,1063,4837
sabado,7,octubre,2017,2017-10-07,1099,479,574,2152
domingo,8,octubre,2017,2017-10-08,1157,530,480,2167
lunes,9,octubre,2017,2017-10-09,2129,908,11,3048
martes,10,octubre,2017,2017-10-10,2104,785,1262,4152
miercoles,11,octubre,2017,2017-10-11,2644,455,1134,4233
jueves,12,octubre,2017,2017-10-12,2947,950,1123,5020
viernes,13,octubre,2017,2017-10-13,2929,844,1119,4893
sabado,14,octubre,2017,2017-10-14,1099,479,607,2185
domingo,15,octubre,2017,2017-10-15,1157,530,473,2160
lunes,16,octubre,2017,2017-10-16,2129,908,1119,4156
martes,17,octubre,2017,2017-10-17,2104,785,1204,4094
miercoles,18,octubre,2017,2017-10-18,2644,455,1176,4275
jueves,19,octubre,2017,2017-10-19,2947,950,1161,5058
viernes,20,octubre,2017,2017-10-20,2929,844,118,3892
sabado,21,octubre,2017,2017-10-21,1099,479,620,2198
domingo,22,octubre,2017,2017-10-22,1157,530,597,2284
lunes,23,octubre,2017,2017-10-23,2129,908,1161,4198
martes,24,octubre,2017,2017-10-24,2104,785,1168,4058
miercoles,25,octubre,2017,2017-10-25,2644,455,1174,4273
jueves,26,octubre,2017,2017-10-26,2947,950,127,4024
viernes,27,octubre,2017,2017-10-27,2929,844,117,3891
sabado,28,octubre,2017,2017-10-28,1099,479,675,2253
domingo,29,octubre,2017,2017-10-29,1157,530,1287,2974
lunes,30,octubre,2017,2017-10-30,2129,908,1156,4193
martes,31,octubre,2017,2017-10-31,1915,785,1153,3853
miercoles,1,noviembre,2017,2017-11-01,3272,455,1133,4860
jueves,2,noviembre,2017,2017-11-02,2331,950,869,4150
viernes,3,noviembre,2017,2017-11-03,2949,844,109,3902
sabado,4,noviembre,2017,2017-11-04,4884,479,1237,6600
domingo,5,noviembre,2017,2017-11-05,1541,530,538,2609
lunes,6,noviembre,2017,2017-11-06,332,908,1197,2437
martes,7,noviembre,2017,2017-11-07,3605,785,129,4519
miercoles,8,noviembre,2017,2017-11-08,3558,854,1327,5739
jueves,9,noviembre,2017,2017-11-09,346,1109,1229,2684
viernes,10,noviembre,2017,2017-11-10,3449,1132,1287,5868
sabado,11,noviembre,2017,2017-11-11,1794,703,665,3162
domingo,12,noviembre,2017,2017-11-12,1304,576,600,2480
lunes,13,noviembre,2017,2017-11-13,3289,1039,1235,5563
martes,14,noviembre,2017,2017-11-14,3455,1144,1361,5960
miercoles,15,noviembre,2017,2017-11-15,3486,1153,1349,5988
jueves,16,noviembre,2017,2017-11-16,3643,1166,1397,6206
viernes,17,noviembre,2017,2017-11-17,3539,1107,1294,5940
sabado,18,noviembre,2017,2017-11-18,1704,679,612,2995
domingo,19,noviembre,2017,2017-11-19,1293,535,507,2335
lunes,20,noviembre,2017,2017-11-20,1781,563,555,2899
martes,21,noviembre,2017,2017-11-21,3175,1149,1326,5650
miercoles,22,noviembre,2017,2017-11-22,3343,1166,1357,5866
jueves,23,noviembre,2017,2017-11-23,3378,1118,1273,5769
viernes,24,noviembre,2017,2017-11-24,322,1075,1214,2611
sabado,25,noviembre,2017,2017-11-25,1434,675,656,2765
domingo,26,noviembre,2017,2017-11-26,1242,538,1386,3166
lunes,27,noviembre,2017,2017-11-27,3214,1046,1191,5451
martes,28,noviembre,2017,2017-11-28,3267,1134,1271,5672
miercoles,29,noviembre,2017,2017-11-29,3473,1089,1237,5799
jueves,30,noviembre,2017,2017-11-30,3499,1023,1233,5755
viernes,1,diciembre,2017,2017-12-01,3165,1041,111,4317
sabado,2,diciembre,2017,2017-12-02,1528,652,549,2729
domingo,3,diciembre,2017,2017-12-03,1284,574,478,2336
lunes,4,diciembre,2017,2017-12-04,3164,1094,1192,5450
martes,5,diciembre,2017,2017-12-05,3413,1133,1327,5873
miercoles,6,diciembre,2017,2017-12-06,335,1152,1288,2775
jueves,7,diciembre,2017,2017-12-07,3394,1113,1266,5773
viernes,8,diciembre,2017,2017-12-08,3186,1067,1155,5408
sabado,9,diciembre,2017,2017-12-09,1453,603,581,2637
domingo,10,diciembre,2017,2017-12-10,991,526,478,1995
lunes,11,diciembre,2017,2017-12-11,2885,956,1083,4924
martes,12,diciembre,2017,2017-12-12,2637,950,1088,4675
miercoles,13,diciembre,2017,2017-12-13,3133,1028,1144,5305
jueves,14,diciembre,2017,2017-12-14,3004,951,1065,5020
viernes,15,diciembre,2017,2017-12-15,2749,993,1014,4756
sabado,16,diciembre,2017,2017-12-16,1377,634,486,2497
domingo,17,diciembre,2017,2017-12-17,985,457,425,1867
lunes,18,diciembre,2017,2017-12-18,2868,922,101,3891
martes,19,diciembre,2017,2017-12-19,2986,101,1106,4193
miercoles,20,diciembre,2017,2017-12-20,3022,985,1055,5062
jueves,21,diciembre,2017,2017-12-21,2767,948,974,4689
viernes,22,diciembre,2017,2017-12-22,2518,878,840,4236
sabado,23,diciembre,2017,2017-12-23,1148,636,568,2352
domingo,24,diciembre,2017,2017-12-24,620,366,308,1294
lunes,25,diciembre,2017,2017-12-25,675,220,218,1113
martes,26,diciembre,2017,2017-12-26,7,635,646,1288
miercoles,27,diciembre,2017,2017-12-27,3426,806,747,4979
jueves,28,diciembre,2017,2017-12-28,2639,738,653,4030
viernes,29,diciembre,2017,2017-12-29,2564,737,587,3888
sabado,30,diciembre,2017,2017-12-30,2454,489,407,3350
domingo,31,diciembre,2017,2017-12-31,1345,415,572,2332
lunes,1,enero,2018,2018-01-01,2398,184,215,2797
martes,2,enero,2018,2018-01-02,2260,700,717,3677
miercoles,3,enero,2018,2018-01-03,2163,889,864,3916
jueves,4,enero,2018,2018-01-04,3055,936,938,4929
viernes,5,enero,2018,2018-01-05,2904,982,933,4819
sabado,6,enero,2018,2018-01-06,1376,611,527,2514
domingo,7,enero,2018,2018-01-07,970,559,565,2094
lunes,8,enero,2018,2018-01-08,2398,1054,1154,4606
martes,9,enero,2018,2018-01-09,2260,1018,1137,4415
miercoles,10,enero,2018,2018-01-10,2163,1105,1171,4439
jueves,11,enero,2018,2018-01-11,3055,1134,1227,5416
viernes,12,enero,2018,2018-01-12,2904,1097,1218,5219
sabado,13,enero,2018,2018-01-13,1376,649,612,2637
domingo,14,enero,2018,2018-01-14,970,594,617,2181
lunes,15,enero,2018,2018-01-15,2398,1005,1119,4522
martes,16,enero,2018,2018-01-16,2260,1084,1165,4509
miercoles,17,enero,2018,2018-01-17,2163,1098,1187,4448
jueves,18,enero,2018,2018-01-18,3055,1082,1143,5280
viernes,19,enero,2018,2018-01-19,2904,1015,1079,4998
sabado,20,enero,2018,2018-01-20,1376,651,578,2605
domingo,21,enero,2018,2018-01-21,970,549,559,2078
lunes,22,enero,2018,2018-01-22,2398,1013,1158,4569
martes,23,enero,2018,2018-01-23,2260,118,1282,3660
miercoles,24,enero,2018,2018-01-24,2163,923,1006,4092
jueves,25,enero,2018,2018-01-25,3055,974,1072,5101
viernes,26,enero,2018,2018-01-26,2904,101,1018,4023
sabado,27,enero,2018,2018-01-27,1376,629,574,2579
domingo,28,enero,2018,2018-01-28,970,510,649,2129
lunes,29,enero,2018,2018-01-29,2398,866,986,4250
martes,30,enero,2018,2018-01-30,2260,940,990,4190
miercoles,31,enero,2018,2018-01-31,2163,1059,1065,4287
jueves,1,febrero,2018,2018-02-01,280,1088,12,1380
viernes,2,febrero,2018,2018-02-02,2956,1042,116,4114
sabado,3,febrero,2018,2018-02-03,1419,643,584,2646
domingo,4,febrero,2018,2018-02-04,1251,553,602,2406
lunes,5,febrero,2018,2018-02-05,1281,569,595,2445
martes,6,febrero,2018,2018-02-06,3213,1125,1273,5611
miercoles,7,febrero,2018,2018-02-07,3408,12,1342,4762
jueves,8,febrero,2018,2018-02-08,3199,11,1269,4479
viernes,9,febrero,2018,2018-02-09,2666,916,1063,4645
sabado,10,febrero,2018,2018-02-10,1486,981,625,3092
domingo,11,febrero,2018,2018-02-11,1373,778,656,2807
lunes,12,febrero,2018,2018-02-12,3276,1607,1202,6085
martes,13,febrero,2018,2018-02-13,3575,1263,1352,6190
miercoles,14,febrero,2018,2018-02-14,3519,1306,1383,6208
jueves,15,febrero,2018,2018-02-15,3375,1229,1313,5917
viernes,16,febrero,2018,2018-02-16,3245,2015,1195,6455
sabado,17,febrero,2018,2018-02-17,1707,723,742,3172
domingo,18,febrero,2018,2018-02-18,1372,884,681,2937
lunes,19,febrero,2018,2018-02-19,3286,1534,1277,6097
martes,20,febrero,2018,2018-02-20,3536,4471,1352,9359
miercoles,21,febrero,2018,2018-02-21,3321,3611,1368,8300
jueves,22,febrero,2018,2018-02-22,3191,1163,1368,5722
viernes,23,febrero,2018,2018-02-23,3285,1141,1341,5767
sabado,24,febrero,2018,2018-02-24,1652,4752,884,7288
domingo,25,febrero,2018,2018-02-25,1452,2922,750,5124
lunes,26,febrero,2018,2018-02-26,2997,5203,1273,9473
martes,27,febrero,2018,2018-02-27,3299,1275,1389,5963
miercoles,28,febrero,2018,2018-02-28,3535,1252,1368,6155
jueves,1,marzo,2018,2018-03-01,3315,1261,1331,5907
viernes,2,marzo,2018,2018-03-02,3353,1393,1202,5948
sabado,3,marzo,2018,2018-03-03,1628,108,650,2386
domingo,4,marzo,2018,2018-03-04,1357,633,645,2635
lunes,5,marzo,2018,2018-03-05,3077,2616,1318,7011
martes,6,marzo,2018,2018-03-06,3312,3102,1457,7871
miercoles,7,marzo,2018,2018-03-07,3074,2605,1423,7102
jueves,8,marzo,2018,2018-03-08,3404,5926,1351,10681
viernes,9,marzo,2018,2018-03-09,2787,4004,1176,7967
sabado,10,marzo,2018,2018-03-10,1828,4874,676,7378
domingo,11,marzo,2018,2018-03-11,1449,306,674,2429
lunes,12,marzo,2018,2018-03-12,2726,2759,1153,6638
martes,13,marzo,2018,2018-03-13,3266,1711,1368,6345
miercoles,14,marzo,2018,2018-03-14,2789,936,1259,4984
jueves,15,marzo,2018,2018-03-15,2978,891,1219,5088
viernes,16,marzo,2018,2018-03-16,3062,988,1246,5296
sabado,17,marzo,2018,2018-03-17,1627,689,622,2938
domingo,18,marzo,2018,2018-03-18,1254,640,632,2526
lunes,19,marzo,2018,2018-03-19,152,549,552,1253
martes,20,marzo,2018,2018-03-20,3094,980,1295,5369
miercoles,21,marzo,2018,2018-03-21,3023,1109,131,4263
jueves,22,marzo,2018,2018-03-22,3224,938,1346,5508
viernes,23,marzo,2018,2018-03-23,3221,964,1271,5456
sabado,24,marzo,2018,2018-03-24,1746,703,844,3293
domingo,25,marzo,2018,2018-03-25,1477,509,750,2736
lunes,26,marzo,2018,2018-03-26,2905,904,1152,4961
martes,27,marzo,2018,2018-03-27,3036,945,1204,5185
miercoles,28,marzo,2018,2018-03-28,2926,863,1106,4895
jueves,29,marzo,2018,2018-03-29,1834,559,700,3093
viernes,30,marzo,2018,2018-03-30,1341,376,504,2221
sabado,31,marzo,2018,2018-03-31,136,490,439,1065
domingo,1,abril,2018,2018-04-01,1438,523,548,2509
lunes,2,abril,2018,2018-04-02,2937,996,1106,5039
martes,3,abril,2018,2018-04-03,299,1103,1206,2608
miercoles,4,abril,2018,2018-04-04,2712,954,1149,4815
jueves,5,abril,2018,2018-04-05,2748,943,114,3805
viernes,6,abril,2018,2018-04-06,2668,883,102,3653
sabado,7,abril,2018,2018-04-07,1682,722,692,3096
domingo,8,abril,2018,2018-04-08,1387,561,609,2557
lunes,9,abril,2018,2018-04-09,3078,112,1314,4504
martes,10,abril,2018,2018-04-10,2879,1081,1334,5294
miercoles,11,abril,2018,2018-04-11,2957,1042,1215,5214
jueves,12,abril,2018,2018-04-12,3093,979,1196,5268
viernes,13,abril,2018,2018-04-13,3014,1094,1256,5364
sabado,14,abril,2018,2018-04-14,1811,427,694,2932
domingo,15,abril,2018,2018-04-15,1251,661,589,2501
lunes,16,abril,2018,2018-04-16,3078,1094,1388,5560
martes,17,abril,2018,2018-04-17,337,1141,1461,2939
miercoles,18,abril,2018,2018-04-18,3261,1191,1347,5799
jueves,19,abril,2018,2018-04-19,3318,1132,1376,5826
viernes,20,abril,2018,2018-04-20,3328,1228,1304,5860
sabado,21,abril,2018,2018-04-21,2426,948,965,4339
domingo,22,abril,2018,2018-04-22,1285,598,620,2503
lunes,23,abril,2018,2018-04-23,2835,104,1213,4152
martes,24,abril,2018,2018-04-24,3175,922,1297,5394
miercoles,25,abril,2018,2018-04-25,326,1037,1333,2696
jueves,26,abril,2018,2018-04-26,3224,1068,1263,5555
viernes,27,abril,2018,2018-04-27,3087,1012,1236,5335
sabado,28,abril,2018,2018-04-28,1511,558,642,2711
domingo,29,abril,2018,2018-04-29,1396,554,791,2741
lunes,30,abril,2018,2018-04-30,2557,692,1034,4283
martes,1,mayo,2018,2018-05-01,1533,609,667,2809
miercoles,2,mayo,2018,2018-05-02,3125,987,1259,5371
jueves,3,mayo,2018,2018-05-03,3179,1028,1335,5542
viernes,4,mayo,2018,2018-05-04,2745,759,1198,4702
sabado,5,mayo,2018,2018-05-05,1673,546,574,2793
domingo,6,mayo,2018,2018-05-06,1217,457,541,2215
lunes,7,mayo,2018,2018-05-07,2885,1,1241,4127
martes,8,mayo,2018,2018-05-08,2269,711,1029,4009
miercoles,9,mayo,2018,2018-05-09,3213,1083,1267,5563
jueves,10,mayo,2018,2018-05-10,2745,851,121,3717
viernes,11,mayo,2018,2018-05-11,3123,108,1322,4553
sabado,12,mayo,2018,2018-05-12,152,630,623,1405
domingo,13,mayo,2018,2018-05-13,1294,588,604,2486
lunes,14,mayo,2018,2018-05-14,3216,886,1292,5394
martes,15,mayo,2018,2018-05-15,3426,1244,141,4811
miercoles,16,mayo,2018,2018-05-16,3352,963,1361,5676
jueves,17,mayo,2018,2018-05-17,3333,11,1374,4718
viernes,18,mayo,2018,2018-05-18,3028,105,1279,4412
sabado,19,mayo,2018,2018-05-19,1428,634,576,2638
domingo,20,mayo,2018,2018-05-20,1181,553,620,2354
lunes,21,mayo,2018,2018-05-21,2804,903,1115,4822
martes,22,mayo,2018,2018-05-22,2884,109,1274,4267
miercoles,23,mayo,2018,2018-05-23,3162,960,1336,5458
jueves,24,mayo,2018,2018-05-24,3338,1038,1325,5701
viernes,25,mayo,2018,2018-05-25,3175,1043,1223,5441
sabado,26,mayo,2018,2018-05-26,1626,693,701,3020
domingo,27,mayo,2018,2018-05-27,1512,590,718,2820
lunes,28,mayo,2018,2018-05-28,3145,1038,1298,5481
martes,29,mayo,2018,2018-05-29,3413,1152,131,4696
miercoles,30,mayo,2018,2018-05-30,3398,1203,1306,5907
jueves,31,mayo,2018,2018-05-31,3189,1143,1356,5688
viernes,1,junio,2018,2018-06-01,2968,1052,1193,5213
sabado,2,junio,2018,2018-06-02,1514,681,644,2839
domingo,3,junio,2018,2018-06-03,1319,550,587,2456
lunes,4,junio,2018,2018-06-04,3262,1085,1312,5659
martes,5,junio,2018,2018-06-05,3324,1192,1304,5820
miercoles,6,junio,2018,2018-06-06,3291,1175,1322,5788
jueves,7,junio,2018,2018-06-07,3311,1142,136,4589
viernes,8,junio,2018,2018-06-08,2933,1044,1212,5189
sabado,9,junio,2018,2018-06-09,1517,563,640,2720
domingo,10,junio,2018,2018-06-10,1379,603,704,2686
lunes,11,junio,2018,2018-06-11,2795,1023,1173,4991
martes,12,junio,2018,2018-06-12,2433,886,1062,4381
miercoles,13,junio,2018,2018-06-13,1967,589,674,3230
jueves,14,junio,2018,2018-06-14,1465,574,593,2632
viernes,15,junio,2018,2018-06-15,2062,623,649,3334
sabado,16,junio,2018,2018-06-16,1276,536,571,2383
domingo,17,junio,2018,2018-06-17,1248,417,459,2124
lunes,18,junio,2018,2018-06-18,1793,691,809,3293
martes,19,junio,2018,2018-06-19,2735,836,1085,4656
miercoles,20,junio,2018,2018-06-20,2981,1006,1191,5178
jueves,21,junio,2018,2018-06-21,2868,912,1047,4827
viernes,22,junio,2018,2018-06-22,2913,980,1163,5056
sabado,23,junio,2018,2018-06-23,1092,533,589,2214
domingo,24,junio,2018,2018-06-24,2196,497,992,3685
lunes,25,junio,2018,2018-06-25,269,924,1053,2246
martes,26,junio,2018,2018-06-26,2404,733,868,4005
miercoles,27,junio,2018,2018-06-27,3039,937,1138,5114
jueves,28,junio,2018,2018-06-28,2702,867,1026,4595
viernes,29,junio,2018,2018-06-29,2866,898,1045,4809
sabado,30,junio,2018,2018-06-30,1478,590,613,2681
domingo,1,julio,2018,2018-07-01,1249,536,577,2362
lunes,2,julio,2018,2018-07-02,2572,846,1001,4419
martes,3,julio,2018,2018-07-03,2693,826,108,3627
miercoles,4,julio,2018,2018-07-04,3108,977,1058,5143
jueves,5,julio,2018,2018-07-05,3162,973,1163,5298
viernes,6,julio,2018,2018-07-06,2835,871,108,3814
sabado,7,julio,2018,2018-07-07,1534,616,584,2734
domingo,8,julio,2018,2018-07-08,1058,548,509,2115
lunes,9,julio,2018,2018-07-09,2402,839,1032,4273
martes,10,julio,2018,2018-07-10,2531,877,1013,4421
miercoles,11,julio,2018,2018-07-11,2705,880,1082,4667
jueves,12,julio,2018,2018-07-12,3015,905,1095,5015
viernes,13,julio,2018,2018-07-13,2332,802,973,4107
sabado,14,julio,2018,2018-07-14,1395,594,554,2543
domingo,15,julio,2018,2018-07-15,113,488,570,1171
lunes,16,julio,2018,2018-07-16,2708,863,998,4569
martes,17,julio,2018,2018-07-17,2871,891,1094,4856
miercoles,18,julio,2018,2018-07-18,3071,972,1188,5231
jueves,19,julio,2018,2018-07-19,3109,919,1158,5186
viernes,20,julio,2018,2018-07-20,2659,851,970,4480
sabado,21,julio,2018,2018-07-21,1732,646,621,2999
domingo,22,julio,2018,2018-07-22,1428,588,644,2660
lunes,23,julio,2018,2018-07-23,2966,1005,1123,5094
martes,24,julio,2018,2018-07-24,3131,991,113,4235
miercoles,25,julio,2018,2018-07-25,3028,962,1147,5137
jueves,26,julio,2018,2018-07-26,2999,847,1064,4910
viernes,27,julio,2018,2018-07-27,2873,867,1067,4807
sabado,28,julio,2018,2018-07-28,1567,544,536,2647
domingo,29,julio,2018,2018-07-29,1878,562,719,3159
lunes,30,julio,2018,2018-07-30,2976,936,1105,5017
martes,31,julio,2018,2018-07-31,272,911,1173,2356
miercoles,1,agosto,2018,2018-08-01,3139,915,1171,5225
jueves,2,agosto,2018,2018-08-02,2611,996,1126,4733
viernes,3,agosto,2018,2018-08-03,2786,809,993,4588
sabado,4,agosto,2018,2018-08-04,1327,522,516,2365
domingo,5,agosto,2018,2018-08-05,1057,393,685,2135
lunes,6,agosto,2018,2018-08-06,33,803,1086,1922
martes,7,agosto,2018,2018-08-07,2724,893,1079,4696
miercoles,8,agosto,2018,2018-08-08,2819,973,1081,4873
jueves,9,agosto,2018,2018-08-09,2586,928,700,4215
viernes,10,agosto,2018,2018-08-10,2748,853,1052,4653
sabado,11,agosto,2018,2018-08-11,1375,607,611,2593
domingo,12,agosto,2018,2018-08-12,1535,496,685,2717
lunes,13,agosto,2018,2018-08-13,2029,720,1086,3836
martes,14,agosto,2018,2018-08-14,188,1006,1079,2273
miercoles,15,agosto,2018,2018-08-15,2165,832,1081,4078
jueves,16,agosto,2018,2018-08-16,2841,868,700,4409
viernes,17,agosto,2018,2018-08-17,2637,779,1052,4468
sabado,18,agosto,2018,2018-08-18,159,612,611,1382
domingo,19,agosto,2018,2018-08-19,1373,496,685,2554
lunes,20,agosto,2018,2018-08-20,2692,913,1086,4691
martes,21,agosto,2018,2018-08-21,2931,874,1079,4884
miercoles,22,agosto,2018,2018-08-22,2867,929,1081,4877
jueves,23,agosto,2018,2018-08-23,3038,860,700,4598
viernes,24,agosto,2018,2018-08-24,2478,892,1052,4422
sabado,25,agosto,2018,2018-08-25,1534,590,611,2735
domingo,26,agosto,2018,2018-08-26,1772,563,685,3020
lunes,27,agosto,2018,2018-08-27,2425,773,1086,4284
martes,28,agosto,2018,2018-08-28,2483,861,1079,4423
miercoles,29,agosto,2018,2018-08-29,297,859,1081,2237
jueves,30,agosto,2018,2018-08-30,2803,805,700,4308
viernes,31,agosto,2018,2018-08-31,2901,812,1052,4765
sabado,1,septiembre,2018,2018-09-01,1821,656,516,2993
domingo,2,septiembre,2018,2018-09-02,1573,504,685,2762
lunes,3,septiembre,2018,2018-09-03,3009,952,1086,5047
martes,4,septiembre,2018,2018-09-04,3336,979,1079,5394
miercoles,5,septiembre,2018,2018-09-05,3288,104,1171,4563
jueves,6,septiembre,2018,2018-09-06,3031,892,797,4720
viernes,7,septiembre,2018,2018-09-07,3265,988,1209,5462
sabado,8,septiembre,2018,2018-09-08,1744,664,701,3109
domingo,9,septiembre,2018,2018-09-09,1597,600,735,2932
lunes,10,septiembre,2018,2018-09-10,3302,967,1395,5664
martes,11,septiembre,2018,2018-09-11,2747,970,1289,5006
miercoles,12,septiembre,2018,2018-09-12,2775,843,1201,4819
jueves,13,septiembre,2018,2018-09-13,2779,818,903,4500
viernes,14,septiembre,2018,2018-09-14,3071,820,1125,5016
sabado,15,septiembre,2018,2018-09-15,1495,539,587,2621
domingo,16,septiembre,2018,2018-09-16,115,372,598,1085
lunes,17,septiembre,2018,2018-09-17,2663,872,1061,4596
martes,18,septiembre,2018,2018-09-18,3156,971,1218,5345
miercoles,19,septiembre,2018,2018-09-19,2789,988,126,3903
jueves,20,septiembre,2018,2018-09-20,34,1002,1372,2408
viernes,21,septiembre,2018,2018-09-21,3377,1017,1291,5685
sabado,22,septiembre,2018,2018-09-22,1714,658,766,3138
domingo,23,septiembre,2018,2018-09-23,1291,518,612,2421
lunes,24,septiembre,2018,2018-09-24,313,1055,1228,2596
martes,25,septiembre,2018,2018-09-25,314,767,1295,2376
miercoles,26,septiembre,2018,2018-09-26,3018,955,1339,5312
jueves,27,septiembre,2018,2018-09-27,3261,880,678,4819
viernes,28,septiembre,2018,2018-09-28,3203,977,124,4304
sabado,29,septiembre,2018,2018-09-29,1751,603,643,2997
domingo,30,septiembre,2018,2018-09-30,1574,626,1697,3897
lunes,1,octubre,2018,2018-10-01,3264,1035,1357,5656
martes,2,octubre,2018,2018-10-02,3614,1079,1387,6080
miercoles,3,octubre,2018,2018-10-03,3482,1067,1273,5822
jueves,4,octubre,2018,2018-10-04,288,948,1404,2640
viernes,5,octubre,2018,2018-10-05,3247,973,1272,5492
sabado,6,octubre,2018,2018-10-06,1743,678,796,3217
domingo,7,octubre,2018,2018-10-07,1565,601,614,2780
lunes,8,octubre,2018,2018-10-08,3252,944,1276,5472
martes,9,octubre,2018,2018-10-09,3355,989,1367,5711
miercoles,10,octubre,2018,2018-10-10,2614,775,1332,4721
jueves,11,octubre,2018,2018-10-11,3354,964,1196,5514
viernes,12,octubre,2018,2018-10-12,3424,1011,1231,5666
sabado,13,octubre,2018,2018-10-13,2045,645,712,3402
domingo,14,octubre,2018,2018-10-14,1816,638,685,3139
lunes,15,octubre,2018,2018-10-15,3424,1003,1263,5690
martes,16,octubre,2018,2018-10-16,3322,104,131,3557
miercoles,17,octubre,2018,2018-10-17,3309,1012,1333,5654
jueves,18,octubre,2018,2018-10-18,353,963,1324,2640
viernes,19,octubre,2018,2018-10-19,2753,927,1282,4962
sabado,20,octubre,2018,2018-10-20,2085,472,642,3199
domingo,21,octubre,2018,2018-10-21,1523,514,621,2658
lunes,22,octubre,2018,2018-10-22,3472,914,1295,5681
martes,23,octubre,2018,2018-10-23,3811,1098,1357,6266
miercoles,24,octubre,2018,2018-10-24,3853,1037,144,5034
jueves,25,octubre,2018,2018-10-25,3868,992,1282,6142
viernes,26,octubre,2018,2018-10-26,356,992,1171,2519
sabado,27,octubre,2018,2018-10-27,1866,552,658,3076
domingo,28,octubre,2018,2018-10-28,1794,648,1289,3731
lunes,29,octubre,2018,2018-10-29,2929,856,1173,4958
martes,30,octubre,2018,2018-10-30,3446,917,1222,5585
miercoles,31,octubre,2018,2018-10-31,3465,903,1225,5593
jueves,1,noviembre,2018,2018-11-01,2677,613,875,4165
viernes,2,noviembre,2018,2018-11-02,13,370,411,794
sabado,3,noviembre,2018,2018-11-03,2754,417,781,3952
domingo,4,noviembre,2018,2018-11-04,1281,400,506,2187
lunes,5,noviembre,2018,2018-11-05,3323,673,1181,5177
martes,6,noviembre,2018,2018-11-06,3817,904,1283,6004
miercoles,7,noviembre,2018,2018-11-07,3816,843,1256,5915
jueves,8,noviembre,2018,2018-11-08,3954,837,1289,6080
viernes,9,noviembre,2018,2018-11-09,3857,655,1222,5734
sabado,10,noviembre,2018,2018-11-10,2133,577,717,3427
domingo,11,noviembre,2018,2018-11-11,1769,406,681,2856
lunes,12,noviembre,2018,2018-11-12,3509,895,1257,5661
martes,13,noviembre,2018,2018-11-13,348,717,1253,2318
miercoles,14,noviembre,2018,2018-11-14,198,434,544,1176
jueves,15,noviembre,2018,2018-11-15,3417,765,1095,5277
viernes,16,noviembre,2018,2018-11-16,3658,907,1212,5777
sabado,17,noviembre,2018,2018-11-17,1961,480,603,3044
domingo,18,noviembre,2018,2018-11-18,1538,519,587,2644
lunes,19,noviembre,2018,2018-11-19,1883,391,577,2851
martes,20,noviembre,2018,2018-11-20,3599,986,1291,5876
miercoles,21,noviembre,2018,2018-11-21,3963,803,1305,6071
jueves,22,noviembre,2018,2018-11-22,3954,1007,1267,6228
viernes,23,noviembre,2018,2018-11-23,3915,933,1232,6080
sabado,24,noviembre,2018,2018-11-24,1907,639,696,3242
domingo,25,noviembre,2018,2018-11-25,178,476,656,1310
lunes,26,noviembre,2018,2018-11-26,3676,864,1232,5772
martes,27,noviembre,2018,2018-11-27,3808,822,1311,5941
miercoles,28,noviembre,2018,2018-11-28,3889,934,1183,6006
jueves,29,noviembre,2018,2018-11-29,3496,731,1131,5358
viernes,30,noviembre,2018,2018-11-30,3608,866,1087,5561
sabado,1,diciembre,2018,2018-12-01,1926,557,616,3099
domingo,2,diciembre,2018,2018-12-02,1729,532,619,2880
lunes,3,diciembre,2018,2018-12-03,3583,845,1209,5637
martes,4,diciembre,2018,2018-12-04,3461,985,1206,5652
miercoles,5,diciembre,2018,2018-12-05,3803,794,1127,5724
jueves,6,diciembre,2018,2018-12-06,3651,964,1143,5758
viernes,7,diciembre,2018,2018-12-07,3525,704,1158,5387
sabado,8,diciembre,2018,2018-12-08,206,603,578,1387
domingo,9,diciembre,2018,2018-12-09,1505,358,579,2442
